sample-id	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	sample_ident
41B_Day7_20	12986.41B.Day7.20		41	Day7	9/20/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41B_Day7_20		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2	5.0	41B_Day7_20
41B_Day7_21	12986.41B.Day7.21		41	Day7	9/20/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41B_Day7_21		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2	5.0	41B_Day7_21
41B_Day7_22	12986.41B.Day7.22		41	Day7	9/20/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41B_Day7_22		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2	5.0	41B_Day7_22
41B_Day7_23	12986.41B.Day7.23		41	Day7	9/20/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41B_Day7_23		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2	5.0	41B_Day7_23
41B_Day7_24	12986.41B.Day7.24		41	Day7	9/20/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41B_Day7_24		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2	5.0	41B_Day7_24
41N_Month3_1	12986.41N.Month3.1		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_1		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_1
41N_Month3_2	12986.41N.Month3.2		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_2		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_2
41N_Month3_3	12986.41N.Month3.3		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_3		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_3
41N_Month3_4	12986.41N.Month3.4		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_4		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_4
41N_Month3_5	12986.41N.Month3.5		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_5		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_5
41N_Month3_6	12986.41N.Month3.6		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_6		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_6
41N_Month3_7	12986.41N.Month3.7		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_7		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_7
41N_Month3_8	12986.41N.Month3.8		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_8		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_8
41N_Month3_9	12986.41N.Month3.9		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_9		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_9
41N_Month3_10	12986.41N.Month3.10		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_10		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_10
41N_Month3_11	12986.41N.Month3.11		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_11		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_11
41N_Month3_12	12986.41N.Month3.12		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_12		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_12
41N_Month3_13	12986.41N.Month3.13		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_13		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_13
41N_Month3_14	12986.41N.Month3.14		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_14		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_14
41N_Month3_15	12986.41N.Month3.15		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_15		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_15
41N_Month3_16	12986.41N.Month3.16		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_16		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_16
41N_Month3_17	12986.41N.Month3.17		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_17		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_17
41N_Month3_18	12986.41N.Month3.18		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_18		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_18
41N_Month3_19	12986.41N.Month3.19		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_19		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_19
41N_Month3_20	12986.41N.Month3.20		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_20		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_20
41N_Month3_21	12986.41N.Month3.21		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_21		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_21
41N_Month3_22	12986.41N.Month3.22		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_22		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_22
41N_Month3_23	12986.41N.Month3.23		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_23		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_23
41N_Month3_24	12986.41N.Month3.24		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41N	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41N	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41N_Month3_24		41N	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41N_Month3_24
41L_Month3_1	12986.41L.Month3.1		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_1		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_1
41L_Month3_2	12986.41L.Month3.2		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_2		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_2
41L_Month3_3	12986.41L.Month3.3		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_3		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_3
41L_Month3_4	12986.41L.Month3.4		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_4		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_4
41L_Month3_5	12986.41L.Month3.5		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_5		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_5
41L_Month3_6	12986.41L.Month3.6		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_6		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_6
41L_Month3_7	12986.41L.Month3.7		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_7		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_7
41L_Month3_8	12986.41L.Month3.8		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_8		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_8
41L_Month3_9	12986.41L.Month3.9		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_9		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_9
41L_Month3_10	12986.41L.Month3.10		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_10		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_10
41L_Month3_11	12986.41L.Month3.11		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_11		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_11
41L_Month3_12	12986.41L.Month3.12		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_12		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_12
41L_Month3_13	12986.41L.Month3.13		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_13		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_13
41L_Month3_14	12986.41L.Month3.14		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_14		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_14
41L_Month3_15	12986.41L.Month3.15		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_15		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_15
41L_Month3_16	12986.41L.Month3.16		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_16		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_16
41L_Month3_17	12986.41L.Month3.17		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_17		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_17
41L_Month3_18	12986.41L.Month3.18		41	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41L	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	41L_Month3_18		41L	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2	10.0	41L_Month3_18
