feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run
26L_Month3_21_S189_AZ20_mut	26L_Month3_21	12986.26L.Month3.21	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	21	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_22_S28_AZ20_mut	26L_Month3_22	12986.26L.Month3.22	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	22	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_23_S284_AZ20_mut	26L_Month3_23	12986.26L.Month3.23	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	23	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_24_S285_AZ20_mut	26L_Month3_24	12986.26L.Month3.24	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	24	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_3_S7_AZ20_mut	26L_Month3_3	12986.26L.Month3.3	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	3	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_4_S72_AZ20_mut	26L_Month3_4	12986.26L.Month3.4	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	4	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_5_S7_AZ20_mut	26L_Month3_5	12986.26L.Month3.5	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	5	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_6_S74_AZ20_mut	26L_Month3_6	12986.26L.Month3.6	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	6	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_7_S75_AZ20_mut	26L_Month3_7	12986.26L.Month3.7	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	7	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_8_S76_AZ20_mut	26L_Month3_8	12986.26L.Month3.8	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	8	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month3_9_S77_AZ20_mut	26L_Month3_9	12986.26L.Month3.9	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26L	9	5/4/17 0:00	26L	female	26L	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26L_Month6_1_S556_AZ20_mut	26L_Month6_1	12986.26L.Month6.1	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	1	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_10_S565_AZ20_mut	26L_Month6_10	12986.26L.Month6.10	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	10	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_11_S566_AZ20_mut	26L_Month6_11	12986.26L.Month6.11	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	11	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_12_S567_AZ20_mut	26L_Month6_12	12986.26L.Month6.12	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	12	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_13_S568_AZ20_mut	26L_Month6_13	12986.26L.Month6.13	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	13	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_14_S569_AZ20_mut	26L_Month6_14	12986.26L.Month6.14	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	14	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_15_S57_AZ20_mut	26L_Month6_15	12986.26L.Month6.15	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	15	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_16_S57_AZ20_mut	26L_Month6_16	12986.26L.Month6.16	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	16	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_17_S572_AZ20_mut	26L_Month6_17	12986.26L.Month6.17	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	17	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_18_S57_AZ20_mut	26L_Month6_18	12986.26L.Month6.18	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	18	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_19_S574_AZ20_mut	26L_Month6_19	12986.26L.Month6.19	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	19	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_2_S557_AZ20_mut	26L_Month6_2	12986.26L.Month6.2	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	2	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_20_S575_AZ20_mut	26L_Month6_20	12986.26L.Month6.20	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	20	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_21_S576_AZ20_mut	26L_Month6_21	12986.26L.Month6.21	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	21	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_22_S_AZ20_mut	26L_Month6_22	12986.26L.Month6.22	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	22	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_23_S334_AZ20_mut	26L_Month6_23	12986.26L.Month6.23	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	23	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_24_S335_AZ20_mut	26L_Month6_24	12986.26L.Month6.24	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	24	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_3_S558_AZ20_mut	26L_Month6_3	12986.26L.Month6.3	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	3	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_4_S559_AZ20_mut	26L_Month6_4	12986.26L.Month6.4	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	4	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_5_S56_AZ20_mut	26L_Month6_5	12986.26L.Month6.5	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	5	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_6_S56_AZ20_mut	26L_Month6_6	12986.26L.Month6.6	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	6	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_7_S562_AZ20_mut	26L_Month6_7	12986.26L.Month6.7	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	7	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_8_S56_AZ20_mut	26L_Month6_8	12986.26L.Month6.8	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	8	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26L_Month6_9_S564_AZ20_mut	26L_Month6_9	12986.26L.Month6.9	7	26	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	26L	9	5/4/17 0:00	26L	female	26L	A2	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
26N_Day7_1_S849_AZ20_mut	26N_Day7_1	12986.26N.Day7.1	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	1	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_10_S858_AZ20_mut	26N_Day7_10	12986.26N.Day7.10	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	10	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_11_S859_AZ20_mut	26N_Day7_11	12986.26N.Day7.11	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	11	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_12_S86_AZ20_mut	26N_Day7_12	12986.26N.Day7.12	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	12	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_13_S11_AZ20_mut	26N_Day7_13	12986.26N.Day7.13	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	13	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_15_S1105_AZ20_mut	26N_Day7_15	12986.26N.Day7.15	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	15	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_16_S1106_AZ20_mut	26N_Day7_16	12986.26N.Day7.16	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	16	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_17_S1107_AZ20_mut	26N_Day7_17	12986.26N.Day7.17	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	17	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_18_S1108_AZ20_mut	26N_Day7_18	12986.26N.Day7.18	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	18	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_19_S1109_AZ20_mut	26N_Day7_19	12986.26N.Day7.19	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	19	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_2_S85_AZ20_mut	26N_Day7_2	12986.26N.Day7.2	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	2	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_20_S_AZ20_mut	26N_Day7_20	12986.26N.Day7.20	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	20	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_21_S_AZ20_mut	26N_Day7_21	12986.26N.Day7.21	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	21	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_23_S111_AZ20_mut	26N_Day7_23	12986.26N.Day7.23	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	23	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_24_S1114_AZ20_mut	26N_Day7_24	12986.26N.Day7.24	15	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	24	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_3_S85_AZ20_mut	26N_Day7_3	12986.26N.Day7.3	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	3	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_4_S852_AZ20_mut	26N_Day7_4	12986.26N.Day7.4	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	4	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_5_S85_AZ20_mut	26N_Day7_5	12986.26N.Day7.5	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	5	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_6_S854_AZ20_mut	26N_Day7_6	12986.26N.Day7.6	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	6	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_7_S855_AZ20_mut	26N_Day7_7	12986.26N.Day7.7	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	7	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_8_S856_AZ20_mut	26N_Day7_8	12986.26N.Day7.8	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	8	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Day7_9_S857_AZ20_mut	26N_Day7_9	12986.26N.Day7.9	11	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	26N	9	5/4/17 0:00	26N	female	26N	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_1_S57_AZ20_mut	26N_Month3_1	12986.26N.Month3.1	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	1	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_10_S66_AZ20_mut	26N_Month3_10	12986.26N.Month3.10	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	10	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_11_S67_AZ20_mut	26N_Month3_11	12986.26N.Month3.11	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	11	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_12_S68_AZ20_mut	26N_Month3_12	12986.26N.Month3.12	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	12	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_13_S265_AZ20_mut	26N_Month3_13	12986.26N.Month3.13	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	13	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_14_S266_AZ20_mut	26N_Month3_14	12986.26N.Month3.14	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	14	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_15_S187_AZ20_mut	26N_Month3_15	12986.26N.Month3.15	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	15	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_16_S267_AZ20_mut	26N_Month3_16	12986.26N.Month3.16	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	16	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_17_S268_AZ20_mut	26N_Month3_17	12986.26N.Month3.17	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	17	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_18_S269_AZ20_mut	26N_Month3_18	12986.26N.Month3.18	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	18	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_19_S27_AZ20_mut	26N_Month3_19	12986.26N.Month3.19	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	19	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_2_S58_AZ20_mut	26N_Month3_2	12986.26N.Month3.2	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	2	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_20_S27_AZ20_mut	26N_Month3_20	12986.26N.Month3.20	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	20	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_21_S272_AZ20_mut	26N_Month3_21	12986.26N.Month3.21	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	21	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_22_S27_AZ20_mut	26N_Month3_22	12986.26N.Month3.22	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	22	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_23_S274_AZ20_mut	26N_Month3_23	12986.26N.Month3.23	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	23	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_24_S188_AZ20_mut	26N_Month3_24	12986.26N.Month3.24	4	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	24	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_3_S59_AZ20_mut	26N_Month3_3	12986.26N.Month3.3	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	3	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_4_S6_AZ20_mut	26N_Month3_4	12986.26N.Month3.4	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	4	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_5_S6_AZ20_mut	26N_Month3_5	12986.26N.Month3.5	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	5	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_6_S62_AZ20_mut	26N_Month3_6	12986.26N.Month3.6	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	6	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_7_S6_AZ20_mut	26N_Month3_7	12986.26N.Month3.7	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	7	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_8_S64_AZ20_mut	26N_Month3_8	12986.26N.Month3.8	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	8	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
26N_Month3_9_S65_AZ20_mut	26N_Month3_9	12986.26N.Month3.9	1	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	26N	9	5/4/17 0:00	26N	female	26N	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_1_S99_AZ20_mut	27L_Day7_1	12986.27L.Day7.1	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	1	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_10_S1024_AZ20_mut	27L_Day7_10	12986.27L.Day7.10	12	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	10	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_11_S1025_AZ20_mut	27L_Day7_11	12986.27L.Day7.11	12	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	11	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_12_S1026_AZ20_mut	27L_Day7_12	12986.27L.Day7.12	12	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	12	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_13_S1279_AZ20_mut	27L_Day7_13	12986.27L.Day7.13	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	13	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_14_S1115_AZ20_mut	27L_Day7_14	12986.27L.Day7.14	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	14	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_15_S1158_AZ20_mut	27L_Day7_15	12986.27L.Day7.15	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	15	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_16_S1159_AZ20_mut	27L_Day7_16	12986.27L.Day7.16	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	16	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_17_S116_AZ20_mut	27L_Day7_17	12986.27L.Day7.17	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	17	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_18_S116_AZ20_mut	27L_Day7_18	12986.27L.Day7.18	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	18	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_19_S1162_AZ20_mut	27L_Day7_19	12986.27L.Day7.19	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	19	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_2_S994_AZ20_mut	27L_Day7_2	12986.27L.Day7.2	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	2	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_20_S116_AZ20_mut	27L_Day7_20	12986.27L.Day7.20	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	20	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_21_S1164_AZ20_mut	27L_Day7_21	12986.27L.Day7.21	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	21	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_22_S1165_AZ20_mut	27L_Day7_22	12986.27L.Day7.22	15	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	22	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_23_S1166_AZ20_mut	27L_Day7_23	12986.27L.Day7.23	16	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	23	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_24_S1278_AZ20_mut	27L_Day7_24	12986.27L.Day7.24	17	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	24	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_3_S995_AZ20_mut	27L_Day7_3	12986.27L.Day7.3	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	3	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_4_S996_AZ20_mut	27L_Day7_4	12986.27L.Day7.4	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	4	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_5_S997_AZ20_mut	27L_Day7_5	12986.27L.Day7.5	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	5	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_6_S998_AZ20_mut	27L_Day7_6	12986.27L.Day7.6	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	6	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_8_S_AZ20_mut	27L_Day7_8	12986.27L.Day7.8	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	8	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Day7_9_S_AZ20_mut	27L_Day7_9	12986.27L.Day7.9	11	27	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	27L	9	5/2/17 0:00	27L	male	27L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
27L_Month3_1_S206_AZ20_mut	27L_Month3_1	12986.27L.Month3.1	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27L	1	5/2/17 0:00	27L	male	27L	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27L_Month3_1_pos_S1362_AZ20_mut	27L_Month3_1	12986.27L.Month3.1	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27L	1	5/2/17 0:00	27L	male	27L	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27L_Month3_10_S22_AZ20_mut	27L_Month3_10	12986.27L.Month3.10	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27L	10	5/2/17 0:00	27L	male	27L	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
