,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
26N_Day7_19_S1109,Bacteria,5449,104,58,17,83,4,0,0,0,82.0,3.76,100.0,36,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,403,383,213,136,39,7,4179571,4161868,3742661,3177465,1574247,450795,403,86488,4179571,5064668,51.13,50.57,19776,16384,10474,4487,63,87,132,225,8,8,51023,1,0,0,0,0 + 0 part,0,79.372,1.040,0.00,56.44,2.06,3446 + 477 part,86488,4178479,19660,16288,10439,4472,63,88,133,227,AZ20_assemblies/26N_Day7_19_S1109.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_1_S849,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.52,0.30,4732 + 0 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/26N_Day7_1_S849.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_20_S,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,216,80,55,44,31,24,4980088,4939598,4876727,4798664,4578978,4347742,107,588732,4956940,5064668,50.53,50.57,205155,205155,104929,101308,8,8,17,18,1,1,7544,0,0,0,0,0 + 0 part,0,97.87,1.000,0.00,0.97,0.08,4565 + 67 part,588732,4956890,205155,205155,104929,101308,8,8,17,18,AZ20_assemblies/26N_Day7_20_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_21_S,Bacteria,5449,104,58,0,102,2,0,0,0,100.0,3.45,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,88,88,14,10,9,7,5166134,5166134,5024748,4999740,4975535,4909266,88,2426479,5166134,5064668,50.63,50.57,1259294,1259294,384525,384525,2,2,3,3,17,17,37881,5,0,0,0,0 + 1 part,1212,98.789,1.032,0.00,51.55,2.04,4677 + 16 part,2425267,5159437,1255276,1255276,384525,384525,2,2,3,3,AZ20_assemblies/26N_Day7_21_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_23_S111,Bacteria,5449,104,58,0,92,12,0,0,0,100.0,17.24,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,12,10,8,7,4,5524643,5524643,5516899,5505547,5480774,5369925,12,5046619,5524643,5064668,50.59,50.57,5046619,5046619,5046619,5046619,1,1,1,1,5,4,5315867,8,0,0,0,0 + 1 part,1451,99.9,1.092,0.00,4.41,0.34,4724 + 7 part,4820288,5520095,4820288,4820288,4820288,4820288,1,1,1,1,AZ20_assemblies/26N_Day7_23_S111.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_24_S1114,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5063393,5063393,5060220,5054706,5054706,5054706,3,5054706,5063393,5064668,50.57,50.57,5054706,5054706,5054706,5054706,1,1,1,1,3,1,5054706,0,0,0,0,0 + 0 part,0,99.886,1.001,0.00,7.10,0.26,4730 + 2 part,2656158,5062140,2656158,2656158,2036434,2036434,1,1,2,2,AZ20_assemblies/26N_Day7_24_S1114.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_2_S85,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,6,5,4,4,4,5057054,5057054,5053881,5048367,5048367,5048367,6,3168845,5057054,5064668,50.55,50.57,3168845,3168845,1558320,1558320,1,1,2,2,2,2,321202,8,0,0,0,0 + 0 part,0,99.532,1.003,0.00,7.62,0.26,4704 + 8 part,3168657,5056153,3168657,3168657,1557607,1557607,1,1,2,2,AZ20_assemblies/26N_Day7_2_S85.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_3_S85,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065170,5065170,5061997,5056483,5056483,5056483,3,5056483,5065170,5064668,50.57,50.57,5056483,5056483,5056483,5056483,1,1,1,1,2,1,5056483,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.52,0.26,4731 + 1 part,4694553,5064099,4694553,4694553,4694553,4694553,1,1,1,1,AZ20_assemblies/26N_Day7_3_S85.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_4_S852,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.30,0.34,4731 + 1 part,4694539,5064085,4694539,4694539,4694539,4694539,1,1,1,1,AZ20_assemblies/26N_Day7_4_S852.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_5_S85,Bacteria,5449,104,58,0,82,22,0,0,0,100.0,17.24,100.0,27,16,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,123,122,47,13,2,2,5603471,5602939,5418397,5173833,5034597,5034597,123,2872206,5603471,5064668,50.59,50.57,2872206,2872206,2162391,2162391,1,1,2,2,33,31,2404258,12,0,0,0,0 + 0 part,0,99.751,1.109,0.00,27.34,4.47,4709 + 9 part,2871865,5599221,2871865,2871865,1064178,1097832,1,1,3,2,AZ20_assemblies/26N_Day7_5_S85.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_6_S854,Bacteria,5449,104,58,0,97,7,0,0,0,100.0,12.07,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,63,63,39,18,5,1,5526016,5526016,5461501,5313411,5140304,5003833,63,5003833,5526016,5064668,50.53,50.57,5003833,5003833,5003833,5003833,1,1,1,1,12,8,5123214,10,0,0,0,0 + 1 part,1506,99.71,1.094,0.00,12.61,2.32,4708 + 10 part,3468550,5521788,3468550,3468550,1445098,1445098,1,1,2,2,AZ20_assemblies/26N_Day7_6_S854.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_7_S855,Bacteria,5449,104,58,1,103,0,0,0,0,98.28,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,110,97,78,61,43,31,4950914,4944927,4889068,4763908,4457356,4008520,104,351756,4950123,5064668,50.55,50.57,112979,112979,68402,62723,13,13,26,28,9,9,682557,5,0,0,0,0 + 0 part,0,97.718,1.000,0.00,9.56,0.57,4552 + 79 part,345638,4949863,107353,107353,64666,62723,13,13,27,28,AZ20_assemblies/26N_Day7_7_S855.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_8_S856,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065158,5065158,5061985,5056471,5056471,5056471,3,5056471,5065158,5064668,50.57,50.57,5056471,5056471,5056471,5056471,1,1,1,1,2,1,5056471,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.96,0.38,4732 + 0 part,4694541,5064087,4694541,4694541,4694541,4694541,1,1,1,1,AZ20_assemblies/26N_Day7_8_S856.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Day7_9_S857,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,7.75,0.34,4730 + 2 part,4694537,5064085,4694537,4694537,4694537,4694537,1,1,1,1,AZ20_assemblies/26N_Day7_9_S857.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_10_S66,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065140,5065140,5061967,5056453,5056453,5056453,3,5056453,5065140,5064668,50.57,50.57,5056453,5056453,5056453,5056453,1,1,1,1,2,1,5056453,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.62,0.24,4731 + 1 part,4694523,5064069,4694523,4694523,4694523,4694523,1,1,1,1,AZ20_assemblies/26N_Month3_10_S66.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_11_S67,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,22,16,10,8,6,5,5254728,5252280,5237473,5226944,5195279,5163370,18,3266190,5253694,5064668,50.54,50.57,3266190,3266190,1523019,1523019,1,1,2,2,0,0,0,6,0,0,0,0 + 1 part,1460,99.856,1.039,0.00,5.22,0.57,4719 + 7 part,3264136,5251466,3264136,3264136,1522974,1522974,1,1,2,2,AZ20_assemblies/26N_Month3_11_S67.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_12_S68,Bacteria,5449,104,58,0,93,11,0,0,0,100.0,15.52,100.0,40,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,219,219,62,19,2,2,5939644,5939644,5572088,5277412,5024875,5024875,219,2997110,5939644,5064668,50.60,50.57,2997110,2997110,2027765,2027765,1,1,2,2,73,67,5464894,11,0,0,0,0 + 1 part,868,99.711,1.176,0.00,27.96,9.54,4701 + 10 part,2971552,5935506,2971552,2971552,2025977,2025977,1,1,2,2,AZ20_assemblies/26N_Month3_12_S68.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_13_S265,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065153,5065153,5061980,5056466,5056466,5056466,3,5056466,5065153,5064668,50.57,50.57,5056466,5056466,5056466,5056466,1,1,1,1,2,1,5056466,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.06,0.18,4730 + 2 part,4694358,5063905,4694358,4694358,4694358,4694358,1,1,1,1,AZ20_assemblies/26N_Month3_13_S265.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_14_S266,Bacteria,5449,104,58,0,79,25,0,0,0,100.0,19.28,100.0,32,11,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,186,186,59,17,6,6,5756967,5756967,5460445,5185102,5028192,5028192,186,1920744,5756967,5064668,50.60,50.57,1087581,1087581,715098,856443,2,2,4,3,74,66,3379759,15,0,0,0,0 + 3 part,3105,99.498,1.142,0.00,34.45,7.98,4702 + 13 part,1917956,5749716,1086294,1086294,712634,856443,2,2,4,3,AZ20_assemblies/26N_Month3_14_S266.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_15_S187,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065140,5065140,5061967,5056453,5056453,5056453,3,5056453,5065140,5064668,50.57,50.57,5056453,5056453,5056453,5056453,1,1,1,1,2,1,5056453,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.54,0.43,4731 + 1 part,4694523,5064069,4694523,4694523,4694523,4694523,1,1,1,1,AZ20_assemblies/26N_Month3_15_S187.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_16_S267,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5067932,5067932,5064759,5059245,5059245,5059245,3,5059245,5067932,5064668,50.56,50.57,5059245,5059245,5059245,5059245,1,1,1,1,5,1,5059245,0,0,0,0,0 + 0 part,0,99.895,1.002,0.00,6.76,0.42,4730 + 2 part,2037436,5059981,1927128,1927128,1927128,1927128,2,2,2,2,AZ20_assemblies/26N_Month3_16_S267.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_17_S268,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065146,5065146,5061973,5056459,5056459,5056459,3,5056459,5065146,5064668,50.57,50.57,5056459,5056459,5056459,5056459,1,1,1,1,2,1,5056459,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.38,0.28,4730 + 2 part,4694529,5064075,4694529,4694529,4694529,4694529,1,1,1,1,AZ20_assemblies/26N_Month3_17_S268.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_18_S269,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065140,5065140,5061967,5056453,5056453,5056453,3,5056453,5065140,5064668,50.57,50.57,5056453,5056453,5056453,5056453,1,1,1,1,2,1,5056453,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.50,0.36,4731 + 1 part,4694523,5064069,4694523,4694523,4694523,4694523,1,1,1,1,AZ20_assemblies/26N_Month3_18_S269.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_19_S27,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065147,5065147,5061974,5056460,5056460,5056460,3,5056460,5065147,5064668,50.57,50.57,5056460,5056460,5056460,5056460,1,1,1,1,2,1,5056460,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.30,0.34,4731 + 1 part,4694530,5064076,4694530,4694530,4694530,4694530,1,1,1,1,AZ20_assemblies/26N_Month3_19_S27.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_1_S57,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065131,5065131,5061958,5056444,5056444,5056444,3,5056444,5065131,5064668,50.57,50.57,5056444,5056444,5056444,5056444,1,1,1,1,2,1,5056444,1,0,0,0,0 + 0 part,0,99.92,1.001,0.00,3.79,0.22,4729 + 3 part,4694348,5063895,4694348,4694348,4694348,4694348,1,1,1,1,AZ20_assemblies/26N_Month3_1_S57.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_20_S27,Bacteria,5449,104,58,0,76,27,1,0,0,100.0,21.63,93.33,28,15,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,62,62,42,28,11,4,5933446,5933446,5870468,5763130,5462124,5226453,62,5054767,5933446,5064668,50.63,50.57,5054767,5054767,5054767,5054767,1,1,1,1,11,10,5312557,12,0,0,0,0 + 1 part,1451,99.818,1.173,0.00,13.85,2.24,4714 + 5 part,4970900,5927356,4970900,4970900,4970900,4970900,1,1,1,1,AZ20_assemblies/26N_Month3_20_S27.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_21_S272,Bacteria,5449,104,58,0,97,7,0,0,0,100.0,12.07,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,117,116,61,29,4,1,5860320,5860064,5724364,5496842,5134899,5049156,116,5049156,5860064,5064668,50.57,50.57,5049156,5049156,5049156,5049156,1,1,1,1,60,52,5552383,12,0,0,0,0 + 0 part,0,99.824,1.159,0.00,20.21,7.50,4719 + 5 part,4570583,5854640,4570583,4570583,4570583,4570583,1,1,1,1,AZ20_assemblies/26N_Month3_21_S272.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_22_S27,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065140,5065140,5061967,5056453,5056453,5056453,3,5056453,5065140,5064668,50.57,50.57,5056453,5056453,5056453,5056453,1,1,1,1,2,1,5056453,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.91,0.32,4731 + 1 part,4694523,5064069,4694523,4694523,4694523,4694523,1,1,1,1,AZ20_assemblies/26N_Month3_22_S27.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_23_S274,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065138,5065138,5061965,5056451,5056451,5056451,3,5056451,5065138,5064668,50.57,50.57,5056451,5056451,5056451,5056451,1,1,1,1,2,1,5056451,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.39,0.28,4731 + 1 part,4694521,5064067,4694521,4694521,4694521,4694521,1,1,1,1,AZ20_assemblies/26N_Month3_23_S274.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_24_S188,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065145,5065145,5061972,5056458,5056458,5056458,3,5056458,5065145,5064668,50.57,50.57,5056458,5056458,5056458,5056458,1,1,1,1,2,1,5056458,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.77,0.30,4730 + 2 part,4694528,5064074,4694528,4694528,4694528,4694528,1,1,1,1,AZ20_assemblies/26N_Month3_24_S188.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_2_S58,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065142,5065142,5061969,5056455,5056455,5056455,3,5056455,5065142,5064668,50.57,50.57,5056455,5056455,5056455,5056455,1,1,1,1,2,1,5056455,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.50,0.47,4730 + 2 part,4694525,5064071,4694525,4694525,4694525,4694525,1,1,1,1,AZ20_assemblies/26N_Month3_2_S58.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_3_S59,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065132,5065132,5061959,5056445,5056445,5056445,3,5056445,5065132,5064668,50.57,50.57,5056445,5056445,5056445,5056445,1,1,1,1,2,1,5056445,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.44,0.43,4731 + 1 part,4694515,5064061,4694515,4694515,4694515,4694515,1,1,1,1,AZ20_assemblies/26N_Month3_3_S59.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_4_S6,Bacteria,5449,104,58,1,82,21,0,0,0,99.14,26.72,100.0,37,6,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,311,301,52,12,8,8,5871206,5866989,5284077,5023692,4970614,4970614,305,1226424,5869658,5064668,50.59,50.57,1036562,1036562,530677,925543,3,3,5,4,236,208,3446421,10,0,0,0,0 + 0 part,0,99.03,1.170,0.00,35.99,7.54,4653 + 30 part,1073085,5861603,924398,924398,529297,912924,3,3,5,4,AZ20_assemblies/26N_Month3_4_S6.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_5_S6,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065146,5065146,5061973,5056459,5056459,5056459,3,5056459,5065146,5064668,50.57,50.57,5056459,5056459,5056459,5056459,1,1,1,1,2,1,5056459,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.68,0.28,4731 + 1 part,4694529,5064075,4694529,4694529,4694529,4694529,1,1,1,1,AZ20_assemblies/26N_Month3_5_S6.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_6_S62,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065138,5065138,5061965,5056451,5056451,5056451,3,5056451,5065138,5064668,50.57,50.57,5056451,5056451,5056451,5056451,1,1,1,1,2,1,5056451,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.54,0.32,4731 + 1 part,4694521,5064067,4694521,4694521,4694521,4694521,1,1,1,1,AZ20_assemblies/26N_Month3_6_S62.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_7_S6,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065128,5065128,5061955,5056441,5056441,5056441,3,5056441,5065128,5064668,50.57,50.57,5056441,5056441,5056441,5056441,1,1,1,1,2,1,5056441,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.34,0.28,4731 + 1 part,4694511,5064057,4694511,4694511,4694511,4694511,1,1,1,1,AZ20_assemblies/26N_Month3_7_S6.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_8_S64,Bacteria,5449,104,58,0,96,8,0,0,0,100.0,12.07,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,48,48,33,21,9,4,5547143,5547143,5511094,5424716,5233027,5046100,48,3717488,5547143,5064668,50.54,50.57,3717488,3717488,1077068,1077068,1,1,2,2,19,17,5115015,15,0,0,0,0 + 1 part,1263,99.533,1.100,0.00,11.96,4.38,4698 + 7 part,3584175,5541884,3584175,3584175,1073460,1073460,1,1,2,2,AZ20_assemblies/26N_Month3_8_S64.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
26N_Month3_9_S65,Bacteria,5449,104,58,0,82,22,0,0,0,100.0,24.23,100.0,34,9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,231,229,67,18,1,1,6028150,6027437,5634876,5282482,5057204,5057204,230,5057204,6028050,5064668,50.58,50.57,5057204,5057204,5057204,5057204,1,1,1,1,84,70,5554010,13,0,0,0,0 + 1 part,1428,99.916,1.191,0.00,25.49,7.19,4720 + 5 part,5051547,6021165,5051547,5051547,5051547,5051547,1,1,1,1,AZ20_assemblies/26N_Month3_9_S65.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
