sample,phage_id,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with unknown function,Viral genes with host benefits,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,simple_id
44R_Month6_17_S175,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,10.0,2.0,13.0,1.0,9.0,./DRAMv/44R_Month6_17_S175/dramv-distill/vMAG_stats.tsv,44R_Month6_17
44R_Month6_17_S175,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/44R_Month6_17_S175/dramv-distill/vMAG_stats.tsv,44R_Month6_17
44R_Month6_17_S175,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/44R_Month6_17_S175/dramv-distill/vMAG_stats.tsv,44R_Month6_17
44R_Month6_18_S1758,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/44R_Month6_18_S1758/dramv-distill/vMAG_stats.tsv,44R_Month6_18
44R_Month6_18_S1758,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_18_S1758/dramv-distill/vMAG_stats.tsv,44R_Month6_18
44R_Month6_18_S1758,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/44R_Month6_18_S1758/dramv-distill/vMAG_stats.tsv,44R_Month6_18
44R_Month6_19_S1766,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,11.0,12.0,1.0,5.0,./DRAMv/44R_Month6_19_S1766/dramv-distill/vMAG_stats.tsv,44R_Month6_19
44R_Month6_19_S1766,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_19_S1766/dramv-distill/vMAG_stats.tsv,44R_Month6_19
44R_Month6_19_S1766,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,14.0,10.0,2.0,7.0,./DRAMv/44R_Month6_19_S1766/dramv-distill/vMAG_stats.tsv,44R_Month6_19
44R_Month6_1_S1717,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,18.0,2.0,12.0,1.0,2.0,./DRAMv/44R_Month6_1_S1717/dramv-distill/vMAG_stats.tsv,44R_Month6_1
44R_Month6_1_S1717,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/44R_Month6_1_S1717/dramv-distill/vMAG_stats.tsv,44R_Month6_1
44R_Month6_20_S1774,11__0_partial_1-cat_1,1,False,False,14,1,0,False,0.07142857142857142,2.0,1.0,5.0,3.0,0.0,3.0,./DRAMv/44R_Month6_20_S1774/dramv-distill/vMAG_stats.tsv,44R_Month6_20
44R_Month6_20_S1774,17__0_partial_1-cat_1,1,False,False,32,6,0,False,0.0625,9.0,5.0,2.0,9.0,1.0,6.0,./DRAMv/44R_Month6_20_S1774/dramv-distill/vMAG_stats.tsv,44R_Month6_20
44R_Month6_20_S1774,3__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/44R_Month6_20_S1774/dramv-distill/vMAG_stats.tsv,44R_Month6_20
44R_Month6_21_S1782,11__0_partial_1-cat_1,1,False,False,14,1,0,False,0.07142857142857142,2.0,6.0,3.0,3.0,0.0,0.0,./DRAMv/44R_Month6_21_S1782/dramv-distill/vMAG_stats.tsv,44R_Month6_21
44R_Month6_21_S1782,19__0_partial_1-cat_1,1,False,False,32,6,0,False,0.0625,9.0,12.0,0.0,9.0,1.0,1.0,./DRAMv/44R_Month6_21_S1782/dramv-distill/vMAG_stats.tsv,44R_Month6_21
44R_Month6_21_S1782,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/44R_Month6_21_S1782/dramv-distill/vMAG_stats.tsv,44R_Month6_21
44R_Month6_22_S179,169__full-cat_1,1,False,False,10,0,0,False,0.0,2.0,4.0,2.0,1.0,0.0,1.0,./DRAMv/44R_Month6_22_S179/dramv-distill/vMAG_stats.tsv,44R_Month6_22
44R_Month6_22_S179,174__full-cat_2,2,False,False,16,3,0,False,0.125,5.0,4.0,0.0,6.0,1.0,0.0,./DRAMv/44R_Month6_22_S179/dramv-distill/vMAG_stats.tsv,44R_Month6_22
44R_Month6_22_S179,215__full-cat_1,1,False,False,12,1,0,False,0.0,4.0,5.0,0.0,2.0,0.0,1.0,./DRAMv/44R_Month6_22_S179/dramv-distill/vMAG_stats.tsv,44R_Month6_22
44R_Month6_22_S179,245__full-cat_1,1,False,False,7,1,0,False,0.0,2.0,1.0,0.0,4.0,0.0,0.0,./DRAMv/44R_Month6_22_S179/dramv-distill/vMAG_stats.tsv,44R_Month6_22
44R_Month6_22_S179,5__full_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/44R_Month6_22_S179/dramv-distill/vMAG_stats.tsv,44R_Month6_22
44R_Month6_23_S1798,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_23_S1798/dramv-distill/vMAG_stats.tsv,44R_Month6_23
44R_Month6_23_S1798,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,12.0,10.0,5.0,9.0,./DRAMv/44R_Month6_23_S1798/dramv-distill/vMAG_stats.tsv,44R_Month6_23
44R_Month6_23_S1798,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,10.0,12.0,3.0,6.0,./DRAMv/44R_Month6_23_S1798/dramv-distill/vMAG_stats.tsv,44R_Month6_23
44R_Month6_24_S1806,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/44R_Month6_24_S1806/dramv-distill/vMAG_stats.tsv,44R_Month6_24
44R_Month6_24_S1806,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,4.0,9.0,./DRAMv/44R_Month6_24_S1806/dramv-distill/vMAG_stats.tsv,44R_Month6_24
44R_Month6_24_S1806,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_24_S1806/dramv-distill/vMAG_stats.tsv,44R_Month6_24
44R_Month6_2_S1725,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,10.0,12.0,3.0,6.0,./DRAMv/44R_Month6_2_S1725/dramv-distill/vMAG_stats.tsv,44R_Month6_2
44R_Month6_2_S1725,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_2_S1725/dramv-distill/vMAG_stats.tsv,44R_Month6_2
44R_Month6_2_S1725,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,12.0,10.0,5.0,9.0,./DRAMv/44R_Month6_2_S1725/dramv-distill/vMAG_stats.tsv,44R_Month6_2
44R_Month6_3_S17,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,11.0,1.0,9.0,./DRAMv/44R_Month6_3_S17/dramv-distill/vMAG_stats.tsv,44R_Month6_3
44R_Month6_3_S17,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/44R_Month6_3_S17/dramv-distill/vMAG_stats.tsv,44R_Month6_3
44R_Month6_4_S1741,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,9.0,11.0,12.0,1.0,1.0,./DRAMv/44R_Month6_4_S1741/dramv-distill/vMAG_stats.tsv,44R_Month6_4
44R_Month6_4_S1741,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/44R_Month6_4_S1741/dramv-distill/vMAG_stats.tsv,44R_Month6_4
44R_Month6_4_S1741,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/44R_Month6_4_S1741/dramv-distill/vMAG_stats.tsv,44R_Month6_4
44R_Month6_5_S1749,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/44R_Month6_5_S1749/dramv-distill/vMAG_stats.tsv,44R_Month6_5
44R_Month6_5_S1749,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/44R_Month6_5_S1749/dramv-distill/vMAG_stats.tsv,44R_Month6_5
44R_Month6_5_S1749,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/44R_Month6_5_S1749/dramv-distill/vMAG_stats.tsv,44R_Month6_5
44R_Month6_6_S1757,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,5.0,7.0,13.0,1.0,9.0,./DRAMv/44R_Month6_6_S1757/dramv-distill/vMAG_stats.tsv,44R_Month6_6
44R_Month6_6_S1757,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_6_S1757/dramv-distill/vMAG_stats.tsv,44R_Month6_6
44R_Month6_6_S1757,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/44R_Month6_6_S1757/dramv-distill/vMAG_stats.tsv,44R_Month6_6
44R_Month6_7_S1765,127__full-cat_1,1,False,False,8,2,3,False,0.5,1.0,4.0,0.0,3.0,0.0,0.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,12__full-cat_2,2,False,False,21,3,0,False,0.09523809523809523,10.0,2.0,0.0,5.0,2.0,2.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,145__full-cat_1,1,False,False,10,6,0,False,0.2,1.0,2.0,0.0,4.0,2.0,1.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,166__full-cat_2,2,False,False,6,0,0,False,0.16666666666666666,0.0,1.0,0.0,2.0,0.0,3.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,169__full-cat_1,1,False,False,6,1,0,False,0.0,1.0,0.0,2.0,0.0,0.0,3.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,2__full-cat_1,1,False,False,42,3,0,False,0.16666666666666666,10.0,7.0,11.0,6.0,1.0,7.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_7_S1765,35__full_1-cat_1,1,False,False,7,0,0,False,0.14285714285714285,1.0,1.0,3.0,1.0,0.0,1.0,./DRAMv/44R_Month6_7_S1765/dramv-distill/vMAG_stats.tsv,44R_Month6_7
44R_Month6_8_S177,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/44R_Month6_8_S177/dramv-distill/vMAG_stats.tsv,44R_Month6_8
44R_Month6_8_S177,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,3.0,9.0,./DRAMv/44R_Month6_8_S177/dramv-distill/vMAG_stats.tsv,44R_Month6_8
44R_Month6_8_S177,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/44R_Month6_8_S177/dramv-distill/vMAG_stats.tsv,44R_Month6_8
44R_Month6_9_S1781,1__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,7.0,12.0,1.0,9.0,./DRAMv/44R_Month6_9_S1781/dramv-distill/vMAG_stats.tsv,44R_Month6_9
44R_Month6_9_S1781,8__0_partial_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,9.0,7.0,10.0,2.0,14.0,./DRAMv/44R_Month6_9_S1781/dramv-distill/vMAG_stats.tsv,44R_Month6_9
44R_Month6_9_S1781,9__0_partial_1-cat_1,1,False,False,14,3,0,False,0.0,2.0,0.0,1.0,10.0,0.0,1.0,./DRAMv/44R_Month6_9_S1781/dramv-distill/vMAG_stats.tsv,44R_Month6_9
45L_Day7_10_S14,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/45L_Day7_10_S14/dramv-distill/vMAG_stats.tsv,45L_Day7_10
45L_Day7_10_S14,5__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/45L_Day7_10_S14/dramv-distill/vMAG_stats.tsv,45L_Day7_10
45L_Day7_10_S14,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,12.0,8.0,1.0,./DRAMv/45L_Day7_10_S14/dramv-distill/vMAG_stats.tsv,45L_Day7_10
45L_Day7_11_S1411,116__full-cat_1,1,False,False,16,2,0,False,0.0,4.0,0.0,6.0,3.0,3.0,0.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_11_S1411,206__full-cat_2,2,False,False,12,1,0,False,0.08333333333333333,5.0,1.0,0.0,2.0,3.0,1.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_11_S1411,222__full-cat_1,1,False,False,9,1,0,False,0.0,2.0,0.0,1.0,5.0,0.0,1.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_11_S1411,317__full-cat_1,1,False,False,5,0,1,False,0.2,1.0,1.0,0.0,3.0,0.0,0.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_11_S1411,56__full-cat_1,1,False,False,20,6,0,False,0.1,3.0,2.0,7.0,4.0,2.0,2.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_11_S1411,62__full-cat_1,1,False,False,13,0,0,False,0.07692307692307693,3.0,1.0,7.0,2.0,0.0,0.0,./DRAMv/45L_Day7_11_S1411/dramv-distill/vMAG_stats.tsv,45L_Day7_11
45L_Day7_13_S1332,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/45L_Day7_13_S1332/dramv-distill/vMAG_stats.tsv,45L_Day7_13
45L_Day7_13_S1332,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,3.0,5.0,./DRAMv/45L_Day7_13_S1332/dramv-distill/vMAG_stats.tsv,45L_Day7_13
45L_Day7_13_S1332,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/45L_Day7_13_S1332/dramv-distill/vMAG_stats.tsv,45L_Day7_13
45L_Day7_12_S1419,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/45L_Day7_12_S1419/dramv-distill/vMAG_stats.tsv,45L_Day7_12
45L_Day7_12_S1419,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,11.0,5.0,9.0,./DRAMv/45L_Day7_12_S1419/dramv-distill/vMAG_stats.tsv,45L_Day7_12
45L_Day7_14_S134,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,11.0,4.0,5.0,./DRAMv/45L_Day7_14_S134/dramv-distill/vMAG_stats.tsv,45L_Day7_14
45L_Day7_14_S134,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/45L_Day7_14_S134/dramv-distill/vMAG_stats.tsv,45L_Day7_14
45L_Day7_18_S1372,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,3.0,7.0,13.0,3.0,9.0,./DRAMv/45L_Day7_18_S1372/dramv-distill/vMAG_stats.tsv,45L_Day7_18
45L_Day7_18_S1372,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/45L_Day7_18_S1372/dramv-distill/vMAG_stats.tsv,45L_Day7_18
45L_Day7_18_S1372,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/45L_Day7_18_S1372/dramv-distill/vMAG_stats.tsv,45L_Day7_18
45L_Day7_1_S1331,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_1_S1331/dramv-distill/vMAG_stats.tsv,45L_Day7_1
45L_Day7_1_S1331,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/45L_Day7_1_S1331/dramv-distill/vMAG_stats.tsv,45L_Day7_1
45L_Day7_1_S1331,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/45L_Day7_1_S1331/dramv-distill/vMAG_stats.tsv,45L_Day7_1
45L_Day7_20_S1388,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/45L_Day7_20_S1388/dramv-distill/vMAG_stats.tsv,45L_Day7_20
45L_Day7_20_S1388,5__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_20_S1388/dramv-distill/vMAG_stats.tsv,45L_Day7_20
45L_Day7_20_S1388,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/45L_Day7_20_S1388/dramv-distill/vMAG_stats.tsv,45L_Day7_20
45L_Day7_21_S1396,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/45L_Day7_21_S1396/dramv-distill/vMAG_stats.tsv,45L_Day7_21
45L_Day7_21_S1396,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/45L_Day7_21_S1396/dramv-distill/vMAG_stats.tsv,45L_Day7_21
45L_Day7_21_S1396,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_21_S1396/dramv-distill/vMAG_stats.tsv,45L_Day7_21
45L_Day7_22_S1404,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/45L_Day7_22_S1404/dramv-distill/vMAG_stats.tsv,45L_Day7_22
45L_Day7_22_S1404,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,11.0,9.0,5.0,./DRAMv/45L_Day7_22_S1404/dramv-distill/vMAG_stats.tsv,45L_Day7_22
45L_Day7_23_S1412,17__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,23.0,0.0,10.0,2.0,7.0,./DRAMv/45L_Day7_23_S1412/dramv-distill/vMAG_stats.tsv,45L_Day7_23
45L_Day7_23_S1412,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_23_S1412/dramv-distill/vMAG_stats.tsv,45L_Day7_23
45L_Day7_23_S1412,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/45L_Day7_23_S1412/dramv-distill/vMAG_stats.tsv,45L_Day7_23
45L_Day7_24_S142,111__full-cat_1,1,False,False,18,7,0,False,0.1111111111111111,3.0,6.0,0.0,4.0,2.0,3.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,248__full-cat_1,1,False,False,5,2,0,False,0.0,0.0,0.0,0.0,3.0,0.0,2.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,256__full-cat_2,2,False,False,4,1,0,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,283__full-cat_1,1,False,False,8,2,0,False,0.0,2.0,1.0,1.0,3.0,1.0,0.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,294__full-cat_2,2,False,False,12,3,0,False,0.16666666666666666,3.0,2.0,0.0,6.0,1.0,0.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,296__full-cat_1,1,False,False,7,0,0,False,0.0,0.0,0.0,0.0,1.0,0.0,6.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,86__full-cat_1,1,False,False,26,2,0,False,0.07692307692307693,12.0,2.0,0.0,5.0,3.0,4.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_24_S142,99__full_1-cat_1,1,False,False,8,0,0,False,0.125,3.0,3.0,0.0,2.0,0.0,0.0,./DRAMv/45L_Day7_24_S142/dramv-distill/vMAG_stats.tsv,45L_Day7_24
45L_Day7_3_S1347,20__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,23.0,0.0,10.0,2.0,7.0,./DRAMv/45L_Day7_3_S1347/dramv-distill/vMAG_stats.tsv,45L_Day7_3
45L_Day7_3_S1347,3__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_3_S1347/dramv-distill/vMAG_stats.tsv,45L_Day7_3
45L_Day7_3_S1347,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/45L_Day7_3_S1347/dramv-distill/vMAG_stats.tsv,45L_Day7_3
45L_Day7_4_S1355,16__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,20.0,0.0,10.0,2.0,10.0,./DRAMv/45L_Day7_4_S1355/dramv-distill/vMAG_stats.tsv,45L_Day7_4
45L_Day7_4_S1355,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,15.0,2.0,11.0,1.0,5.0,./DRAMv/45L_Day7_4_S1355/dramv-distill/vMAG_stats.tsv,45L_Day7_4
45L_Day7_2_S1339,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/45L_Day7_2_S1339/dramv-distill/vMAG_stats.tsv,45L_Day7_2
45L_Day7_2_S1339,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,11.0,1.0,9.0,./DRAMv/45L_Day7_2_S1339/dramv-distill/vMAG_stats.tsv,45L_Day7_2
45L_Day7_5_S136,18__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,6.0,7.0,10.0,8.0,11.0,./DRAMv/45L_Day7_5_S136/dramv-distill/vMAG_stats.tsv,45L_Day7_5
45L_Day7_5_S136,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/45L_Day7_5_S136/dramv-distill/vMAG_stats.tsv,45L_Day7_5
45L_Day7_5_S136,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,7.0,6.0,./DRAMv/45L_Day7_5_S136/dramv-distill/vMAG_stats.tsv,45L_Day7_5
45L_Day7_6_S1371,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,9.0,11.0,13.0,1.0,1.0,./DRAMv/45L_Day7_6_S1371/dramv-distill/vMAG_stats.tsv,45L_Day7_6
45L_Day7_6_S1371,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/45L_Day7_6_S1371/dramv-distill/vMAG_stats.tsv,45L_Day7_6
45L_Day7_6_S1371,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/45L_Day7_6_S1371/dramv-distill/vMAG_stats.tsv,45L_Day7_6
45L_Day7_7_S1379,4__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,4.0,9.0,./DRAMv/45L_Day7_7_S1379/dramv-distill/vMAG_stats.tsv,45L_Day7_7
45L_Day7_7_S1379,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/45L_Day7_7_S1379/dramv-distill/vMAG_stats.tsv,45L_Day7_7
45L_Day7_7_S1379,9__0_partial_1-cat_1,1,False,False,14,2,0,False,0.0,2.0,0.0,1.0,10.0,0.0,1.0,./DRAMv/45L_Day7_7_S1379/dramv-distill/vMAG_stats.tsv,45L_Day7_7
45L_Day7_8_S1387,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/45L_Day7_8_S1387/dramv-distill/vMAG_stats.tsv,45L_Day7_8
45L_Day7_8_S1387,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/45L_Day7_8_S1387/dramv-distill/vMAG_stats.tsv,45L_Day7_8
45L_Day7_8_S1387,9__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/45L_Day7_8_S1387/dramv-distill/vMAG_stats.tsv,45L_Day7_8
45L_Day7_9_S1395,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,3.0,5.0,./DRAMv/45L_Day7_9_S1395/dramv-distill/vMAG_stats.tsv,45L_Day7_9
