,Unnamed: 0,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with host benefits,Viral genes with unknown function,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,sample,simple_id
2313,169__full-cat_1,1,False,False,9,0,0,False,0.0,0.0,0.0,6.0,3.0,0.0,0.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2314,192__full-cat_2,2,False,False,11,1,0,False,0.0,0.0,5.0,0.0,3.0,2.0,1.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2315,203__full_1-cat_1,1,False,False,8,4,0,False,0.125,1.0,3.0,2.0,2.0,0.0,0.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2316,220__full-cat_2,2,False,False,12,5,0,False,0.25,3.0,3.0,0.0,2.0,3.0,1.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2317,225__full-cat_2,2,False,False,11,1,0,False,0.0,0.0,6.0,0.0,2.0,2.0,1.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2318,49__full_1-cat_1,1,False,False,19,0,0,False,0.0,0.0,3.0,12.0,3.0,0.0,1.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2319,65__full_1-cat_1,1,False,False,17,1,0,False,0.05882352941176471,3.0,0.0,2.0,12.0,0.0,0.0,./27L_Day7_10_S1024/dramv-distill/vMAG_stats.tsv,27L_Day7_10_S1024,27L_Day7_10
2320,15__full-cat_2,2,False,False,16,5,0,False,0.1875,3.0,5.0,0.0,2.0,4.0,2.0,./27L_Day7_11_S1025/dramv-distill/vMAG_stats.tsv,27L_Day7_11_S1025,27L_Day7_11
2321,1__0_partial_1-cat_1,1,False,False,55,6,0,False,0.0,4.0,18.0,2.0,16.0,9.0,6.0,./27L_Day7_11_S1025/dramv-distill/vMAG_stats.tsv,27L_Day7_11_S1025,27L_Day7_11
2322,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,10.0,16.0,0.0,7.0,10.0,6.0,./27L_Day7_11_S1025/dramv-distill/vMAG_stats.tsv,27L_Day7_11_S1025,27L_Day7_11
2323,1__2_partial_1-cat_1,1,False,False,18,2,0,False,0.05555555555555555,3.0,0.0,0.0,13.0,0.0,2.0,./27L_Day7_11_S1025/dramv-distill/vMAG_stats.tsv,27L_Day7_11_S1025,27L_Day7_11
2324,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./27L_Day7_12_S1026/dramv-distill/vMAG_stats.tsv,27L_Day7_12_S1026,27L_Day7_12
2325,1__1_partial_1-cat_1,1,False,False,29,9,0,True,0.10344827586206896,8.0,13.0,2.0,3.0,1.0,2.0,./27L_Day7_12_S1026/dramv-distill/vMAG_stats.tsv,27L_Day7_12_S1026,27L_Day7_12
2326,1__2_partial_1-cat_1,1,False,False,20,3,0,False,0.05,4.0,0.0,2.0,14.0,0.0,0.0,./27L_Day7_12_S1026/dramv-distill/vMAG_stats.tsv,27L_Day7_12_S1026,27L_Day7_12
2327,2__0_partial_1-cat_1,1,False,False,19,0,0,False,0.0,0.0,3.0,13.0,2.0,0.0,1.0,./27L_Day7_12_S1026/dramv-distill/vMAG_stats.tsv,27L_Day7_12_S1026,27L_Day7_12
2328,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./27L_Day7_13_S1279/dramv-distill/vMAG_stats.tsv,27L_Day7_13_S1279,27L_Day7_13
2329,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,14.0,7.0,5.0,4.0,./27L_Day7_13_S1279/dramv-distill/vMAG_stats.tsv,27L_Day7_13_S1279,27L_Day7_13
2330,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_13_S1279/dramv-distill/vMAG_stats.tsv,27L_Day7_13_S1279,27L_Day7_13
2331,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./27L_Day7_14_S1115/dramv-distill/vMAG_stats.tsv,27L_Day7_14_S1115,27L_Day7_14
2332,1__1_partial_1-cat_1,1,False,False,56,6,0,False,0.0,14.0,18.0,4.0,17.0,1.0,2.0,./27L_Day7_14_S1115/dramv-distill/vMAG_stats.tsv,27L_Day7_14_S1115,27L_Day7_14
2333,1__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./27L_Day7_14_S1115/dramv-distill/vMAG_stats.tsv,27L_Day7_14_S1115,27L_Day7_14
2334,3__full_1-cat_1,1,False,False,56,7,0,False,0.017857142857142856,15.0,18.0,4.0,16.0,1.0,2.0,./27L_Day7_14_S1115/dramv-distill/vMAG_stats.tsv,27L_Day7_14_S1115,27L_Day7_14
2335,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./27L_Day7_15_S1158/dramv-distill/vMAG_stats.tsv,27L_Day7_15_S1158,27L_Day7_15
2336,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./27L_Day7_15_S1158/dramv-distill/vMAG_stats.tsv,27L_Day7_15_S1158,27L_Day7_15
2337,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_15_S1158/dramv-distill/vMAG_stats.tsv,27L_Day7_15_S1158,27L_Day7_15
2338,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./27L_Day7_16_S1159/dramv-distill/vMAG_stats.tsv,27L_Day7_16_S1159,27L_Day7_16
2339,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./27L_Day7_16_S1159/dramv-distill/vMAG_stats.tsv,27L_Day7_16_S1159,27L_Day7_16
2340,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_16_S1159/dramv-distill/vMAG_stats.tsv,27L_Day7_16_S1159,27L_Day7_16
2341,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./27L_Day7_17_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_17_S116,27L_Day7_17
2342,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./27L_Day7_17_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_17_S116,27L_Day7_17
2343,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Day7_17_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_17_S116,27L_Day7_17
2344,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./27L_Day7_19_S1162/dramv-distill/vMAG_stats.tsv,27L_Day7_19_S1162,27L_Day7_19
2345,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./27L_Day7_19_S1162/dramv-distill/vMAG_stats.tsv,27L_Day7_19_S1162,27L_Day7_19
2346,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Day7_19_S1162/dramv-distill/vMAG_stats.tsv,27L_Day7_19_S1162,27L_Day7_19
2347,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,7.0,17.0,9.0,5.0,./27L_Day7_18_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_18_S116,27L_Day7_18
2348,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,9.0,7.0,10.0,4.0,./27L_Day7_18_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_18_S116,27L_Day7_18
2349,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_18_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_18_S116,27L_Day7_18
2350,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,9.0,17.0,4.0,8.0,./27L_Day7_1_S99/dramv-distill/vMAG_stats.tsv,27L_Day7_1_S99,27L_Day7_1
2351,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,11.0,7.0,5.0,7.0,./27L_Day7_1_S99/dramv-distill/vMAG_stats.tsv,27L_Day7_1_S99,27L_Day7_1
2352,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_1_S99/dramv-distill/vMAG_stats.tsv,27L_Day7_1_S99,27L_Day7_1
2353,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./27L_Day7_20_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_20_S116,27L_Day7_20
2354,2__0_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./27L_Day7_20_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_20_S116,27L_Day7_20
2355,5__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,20.0,15.0,2.0,5.0,1.0,3.0,./27L_Day7_20_S116/dramv-distill/vMAG_stats.tsv,27L_Day7_20_S116,27L_Day7_20
2356,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./27L_Day7_21_S1164/dramv-distill/vMAG_stats.tsv,27L_Day7_21_S1164,27L_Day7_21
2357,2__0_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_21_S1164/dramv-distill/vMAG_stats.tsv,27L_Day7_21_S1164,27L_Day7_21
2358,5__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,3.0,15.0,14.0,5.0,5.0,4.0,./27L_Day7_21_S1164/dramv-distill/vMAG_stats.tsv,27L_Day7_21_S1164,27L_Day7_21
2359,1__0_partial_1-cat_1,1,False,False,56,7,0,False,0.017857142857142856,8.0,17.0,2.0,17.0,1.0,11.0,./27L_Day7_22_S1165/dramv-distill/vMAG_stats.tsv,27L_Day7_22_S1165,27L_Day7_22
2360,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,14.0,16.0,0.0,7.0,1.0,11.0,./27L_Day7_22_S1165/dramv-distill/vMAG_stats.tsv,27L_Day7_22_S1165,27L_Day7_22
2361,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,0.0,13.0,0.0,2.0,./27L_Day7_22_S1165/dramv-distill/vMAG_stats.tsv,27L_Day7_22_S1165,27L_Day7_22
2362,19__full_1-cat_1,1,False,False,8,0,0,False,0.0,0.0,0.0,2.0,4.0,0.0,2.0,./27L_Day7_23_S1166/dramv-distill/vMAG_stats.tsv,27L_Day7_23_S1166,27L_Day7_23
2363,1__0_partial_1-cat_1,1,False,False,51,9,0,True,0.0784313725490196,8.0,16.0,7.0,8.0,1.0,11.0,./27L_Day7_23_S1166/dramv-distill/vMAG_stats.tsv,27L_Day7_23_S1166,27L_Day7_23
2364,1__1_partial_1-cat_1,1,False,False,58,7,0,False,0.017241379310344827,3.0,18.0,6.0,19.0,1.0,11.0,./27L_Day7_23_S1166/dramv-distill/vMAG_stats.tsv,27L_Day7_23_S1166,27L_Day7_23
2365,2__0_partial_1-cat_1,1,False,False,18,2,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_23_S1166/dramv-distill/vMAG_stats.tsv,27L_Day7_23_S1166,27L_Day7_23
2366,38__full-cat_1,1,False,False,11,5,0,False,0.2727272727272727,6.0,2.0,0.0,1.0,0.0,2.0,./27L_Day7_23_S1166/dramv-distill/vMAG_stats.tsv,27L_Day7_23_S1166,27L_Day7_23
2367,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,9.0,18.0,2.0,17.0,9.0,2.0,./27L_Day7_24_S1278/dramv-distill/vMAG_stats.tsv,27L_Day7_24_S1278,27L_Day7_24
2368,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./27L_Day7_24_S1278/dramv-distill/vMAG_stats.tsv,27L_Day7_24_S1278,27L_Day7_24
2369,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Day7_24_S1278/dramv-distill/vMAG_stats.tsv,27L_Day7_24_S1278,27L_Day7_24
2370,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,10.0,17.0,4.0,7.0,./27L_Day7_2_S994/dramv-distill/vMAG_stats.tsv,27L_Day7_2_S994,27L_Day7_2
2371,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,12.0,7.0,5.0,6.0,./27L_Day7_2_S994/dramv-distill/vMAG_stats.tsv,27L_Day7_2_S994,27L_Day7_2
2372,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_2_S994/dramv-distill/vMAG_stats.tsv,27L_Day7_2_S994,27L_Day7_2
2373,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,7.0,17.0,9.0,5.0,./27L_Day7_3_S995/dramv-distill/vMAG_stats.tsv,27L_Day7_3_S995,27L_Day7_3
2374,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,9.0,7.0,10.0,4.0,./27L_Day7_3_S995/dramv-distill/vMAG_stats.tsv,27L_Day7_3_S995,27L_Day7_3
2375,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_3_S995/dramv-distill/vMAG_stats.tsv,27L_Day7_3_S995,27L_Day7_3
2376,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./27L_Day7_4_S996/dramv-distill/vMAG_stats.tsv,27L_Day7_4_S996,27L_Day7_4
2377,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,14.0,7.0,5.0,4.0,./27L_Day7_4_S996/dramv-distill/vMAG_stats.tsv,27L_Day7_4_S996,27L_Day7_4
2378,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_4_S996/dramv-distill/vMAG_stats.tsv,27L_Day7_4_S996,27L_Day7_4
2379,11__full-cat_1,1,False,False,32,9,0,True,0.09375,3.0,13.0,2.0,5.0,6.0,3.0,./27L_Day7_5_S997/dramv-distill/vMAG_stats.tsv,27L_Day7_5_S997,27L_Day7_5
2380,1__0_partial_1-cat_1,1,False,False,58,7,0,False,0.017241379310344827,1.0,18.0,6.0,18.0,9.0,6.0,./27L_Day7_5_S997/dramv-distill/vMAG_stats.tsv,27L_Day7_5_S997,27L_Day7_5
2381,1__1_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Day7_5_S997/dramv-distill/vMAG_stats.tsv,27L_Day7_5_S997,27L_Day7_5
2382,24__full-cat_1,1,False,False,14,0,0,False,0.0,0.0,0.0,5.0,2.0,4.0,3.0,./27L_Day7_5_S997/dramv-distill/vMAG_stats.tsv,27L_Day7_5_S997,27L_Day7_5
2383,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,14.0,7.0,5.0,3.0,./27L_Day7_6_S998/dramv-distill/vMAG_stats.tsv,27L_Day7_6_S998,27L_Day7_6
2384,1__1_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Day7_6_S998/dramv-distill/vMAG_stats.tsv,27L_Day7_6_S998,27L_Day7_6
2385,4__0_partial_1-cat_1,1,False,False,20,3,0,False,0.0,0.0,5.0,12.0,3.0,0.0,0.0,./27L_Day7_6_S998/dramv-distill/vMAG_stats.tsv,27L_Day7_6_S998,27L_Day7_6
2386,1__0_partial_1-cat_1,1,False,False,58,7,0,False,0.017241379310344827,15.0,19.0,2.0,17.0,1.0,4.0,./27L_Day7_8_S/dramv-distill/vMAG_stats.tsv,27L_Day7_8_S,27L_Day7_8
2387,1__1_partial_1-cat_1,1,False,False,50,9,0,True,0.06,20.0,16.0,0.0,8.0,1.0,5.0,./27L_Day7_8_S/dramv-distill/vMAG_stats.tsv,27L_Day7_8_S,27L_Day7_8
2388,1__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./27L_Day7_8_S/dramv-distill/vMAG_stats.tsv,27L_Day7_8_S,27L_Day7_8
2389,8__full-cat_2,2,False,False,9,4,0,True,0.1111111111111111,1.0,5.0,0.0,3.0,0.0,0.0,./27L_Day7_8_S/dramv-distill/vMAG_stats.tsv,27L_Day7_8_S,27L_Day7_8
2390,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./27L_Day7_9_S/dramv-distill/vMAG_stats.tsv,27L_Day7_9_S,27L_Day7_9
2391,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,1.0,5.0,./27L_Day7_9_S/dramv-distill/vMAG_stats.tsv,27L_Day7_9_S,27L_Day7_9
2392,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Day7_9_S/dramv-distill/vMAG_stats.tsv,27L_Day7_9_S,27L_Day7_9
2393,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./27L_Month3_10_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_10_pos_S137,27L_Month3_10
2394,1__1_partial_1-cat_1,1,False,False,50,9,0,True,0.06,3.0,16.0,7.0,8.0,5.0,11.0,./27L_Month3_10_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_10_pos_S137,27L_Month3_10
2395,1__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,1.0,0.0,2.0,12.0,0.0,2.0,./27L_Month3_10_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_10_pos_S137,27L_Month3_10
2396,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./27L_Month3_10_S22/dramv-distill/vMAG_stats.tsv,27L_Month3_10_S22,27L_Month3_10
2397,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,8.0,16.0,14.0,7.0,1.0,3.0,./27L_Month3_10_S22/dramv-distill/vMAG_stats.tsv,27L_Month3_10_S22,27L_Month3_10
2398,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Month3_10_S22/dramv-distill/vMAG_stats.tsv,27L_Month3_10_S22,27L_Month3_10
2399,1__0_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Month3_11_pos_S1372/dramv-distill/vMAG_stats.tsv,27L_Month3_11_pos_S1372,27L_Month3_11
2400,2__0_partial_1-cat_1,1,False,False,48,9,0,True,0.0625,3.0,16.0,14.0,6.0,5.0,4.0,./27L_Month3_11_pos_S1372/dramv-distill/vMAG_stats.tsv,27L_Month3_11_pos_S1372,27L_Month3_11
2401,2__1_partial_1-cat_1,1,False,False,56,6,0,False,0.0,0.0,18.0,12.0,17.0,4.0,5.0,./27L_Month3_11_pos_S1372/dramv-distill/vMAG_stats.tsv,27L_Month3_11_pos_S1372,27L_Month3_11
2402,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./27L_Month3_11_S224/dramv-distill/vMAG_stats.tsv,27L_Month3_11_S224,27L_Month3_11
2403,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,1.0,5.0,./27L_Month3_11_S224/dramv-distill/vMAG_stats.tsv,27L_Month3_11_S224,27L_Month3_11
2404,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Month3_11_S224/dramv-distill/vMAG_stats.tsv,27L_Month3_11_S224,27L_Month3_11
2405,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./27L_Month3_12_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_12_pos_S137,27L_Month3_12
2406,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./27L_Month3_12_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_12_pos_S137,27L_Month3_12
2407,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Month3_12_pos_S137/dramv-distill/vMAG_stats.tsv,27L_Month3_12_pos_S137,27L_Month3_12
2408,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./27L_Month3_12_S225/dramv-distill/vMAG_stats.tsv,27L_Month3_12_S225,27L_Month3_12
2409,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./27L_Month3_12_S225/dramv-distill/vMAG_stats.tsv,27L_Month3_12_S225,27L_Month3_12
2410,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Month3_12_S225/dramv-distill/vMAG_stats.tsv,27L_Month3_12_S225,27L_Month3_12
2411,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./27L_Month3_13_S307/dramv-distill/vMAG_stats.tsv,27L_Month3_13_S307,27L_Month3_13
2412,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,8.0,16.0,14.0,7.0,1.0,3.0,./27L_Month3_13_S307/dramv-distill/vMAG_stats.tsv,27L_Month3_13_S307,27L_Month3_13
2413,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Month3_13_S307/dramv-distill/vMAG_stats.tsv,27L_Month3_13_S307,27L_Month3_13
2414,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./27L_Month3_14_S308/dramv-distill/vMAG_stats.tsv,27L_Month3_14_S308,27L_Month3_14
2415,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./27L_Month3_14_S308/dramv-distill/vMAG_stats.tsv,27L_Month3_14_S308,27L_Month3_14
2416,8__0_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./27L_Month3_14_S308/dramv-distill/vMAG_stats.tsv,27L_Month3_14_S308,27L_Month3_14
2417,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./27L_Month3_15_S309/dramv-distill/vMAG_stats.tsv,27L_Month3_15_S309,27L_Month3_15
2418,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,8.0,16.0,14.0,7.0,1.0,3.0,./27L_Month3_15_S309/dramv-distill/vMAG_stats.tsv,27L_Month3_15_S309,27L_Month3_15
2419,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Month3_15_S309/dramv-distill/vMAG_stats.tsv,27L_Month3_15_S309,27L_Month3_15
2420,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./27L_Month3_17_S/dramv-distill/vMAG_stats.tsv,27L_Month3_17_S,27L_Month3_17
2421,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./27L_Month3_17_S/dramv-distill/vMAG_stats.tsv,27L_Month3_17_S,27L_Month3_17
2422,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Month3_17_S/dramv-distill/vMAG_stats.tsv,27L_Month3_17_S,27L_Month3_17
2423,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./27L_Month3_16_S/dramv-distill/vMAG_stats.tsv,27L_Month3_16_S,27L_Month3_16
2424,1__1_partial_1-cat_1,1,False,False,55,6,0,False,0.0,14.0,18.0,2.0,16.0,3.0,2.0,./27L_Month3_16_S/dramv-distill/vMAG_stats.tsv,27L_Month3_16_S,27L_Month3_16
2425,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./27L_Month3_16_S/dramv-distill/vMAG_stats.tsv,27L_Month3_16_S,27L_Month3_16
2426,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,12.0,17.0,4.0,2.0,./27L_Month3_18_S312/dramv-distill/vMAG_stats.tsv,27L_Month3_18_S312,27L_Month3_18
2427,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,14.0,7.0,5.0,3.0,./27L_Month3_18_S312/dramv-distill/vMAG_stats.tsv,27L_Month3_18_S312,27L_Month3_18
2428,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./27L_Month3_18_S312/dramv-distill/vMAG_stats.tsv,27L_Month3_18_S312,27L_Month3_18
2429,16__full_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./27L_Month3_19_S32/dramv-distill/vMAG_stats.tsv,27L_Month3_19_S32,27L_Month3_19
2430,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./27L_Month3_19_S32/dramv-distill/vMAG_stats.tsv,27L_Month3_19_S32,27L_Month3_19
