	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
2846	yedW_3	4.400068602062399	0.001	unweighted	1213	1213
2847	ynbB	5.856617527315888	0.001	unweighted	1123	1123
2848	ptsA	2.7917527190147857	0.021	unweighted	1158	1158
2849	tyrS	4.652980230527995	0.001	unweighted	1158	1158
2850	ytfH	3.4859999505551698	0.005	unweighted	1135	1135
2851	yagU	3.3532653438468505	0.004	unweighted	1172	1172
2852	xdhC	3.44728151516923	0.003	unweighted	1171	1171
2853	rhtB	3.165215750481151	0.012	unweighted	1163	1163
2854	nfsB	4.071518158964966	0.002	unweighted	1163	1163
2855	ftsK	3.180540419812291	0.005	unweighted	1133	1133
2856	ugpA	2.640682416951755	0.02	unweighted	1156	1156
2857	salL	3.301423665892306	0.008	unweighted	1180	1180
2858	higA_1	3.908771937441029	0.001	unweighted	1205	1205
2859	hypC	4.495764718008703	0.003	unweighted	1174	1174
2860	yoeB	2.960850703198634	0.009	unweighted	1172	1172
2861	putA	3.883205678591245	0.002	unweighted	1153	1153
2862	yedW_9	5.919372757417246	0.001	unweighted	1210	1210
2863	rplD	4.003586252511377	0.004	unweighted	1172	1172
2864	yciA	5.880574103875689	0.001	unweighted	1170	1170
2865	yccS_1	2.9383112463701204	0.002	unweighted	1202	1202
2866	mprA_3	4.107606372879053	0.001	unweighted	1153	1153
2867	yaaU_1	6.817288351157175	0.001	unweighted	1210	1210
2868	spr	2.9667670385794556	0.008	unweighted	1181	1181
2869	yciC_1	5.992399505910395	0.001	unweighted	1203	1203
2870	rutR	3.754457714220923	0.004	unweighted	1158	1158
2871	yihV	2.890647484414576	0.016	unweighted	1183	1183
2872	rplN_1	4.8160847990879025	0.001	unweighted	1211	1211
2873	yfcE	3.627355244463395	0.002	unweighted	1166	1166
2874	higB_2	3.880491468302025	0.001	unweighted	1204	1204
2875	gdhA	3.783536185390562	0.001	unweighted	1153	1153
2876	sapD	4.576532204157972	0.001	unweighted	1167	1167
2877	dsbI	2.6518792638424284	0.022	unweighted	1173	1173
2878	hybE	2.600317499888021	0.023	unweighted	1172	1172
2879	yagA	3.7095772375539475	0.003	unweighted	1141	1141
2880	dedD	2.6702871797426972	0.024	unweighted	1160	1160
2881	rplP	3.735095725975449	0.006	unweighted	1182	1182
2882	recC	2.4879142826477714	0.026	unweighted	1159	1159
2883	vgrG1_2	8.875894566031116	0.001	unweighted	1205	1205
2884	ydcK	4.014624168223174	0.002	unweighted	1143	1143
2885	glnK	3.5983068598378942	0.001	unweighted	1169	1169
2886	yejO	3.0911210020136233	0.008	unweighted	1166	1166
2887	yhfA	2.766686124754316	0.014	unweighted	1167	1167
2888	rutF	3.6912234942909548	0.004	unweighted	1158	1158
2889	prpE	2.7623437259589387	0.014	unweighted	1146	1146
2890	fabG_2	4.156019978228008	0.001	unweighted	1211	1211
2891	argT_2	3.5300232820504998	0.004	unweighted	1204	1204
2892	tsaB	3.9284319178258316	0.002	unweighted	1166	1166
2893	norV	4.601071165750626	0.001	unweighted	1167	1167
2894	yifL	3.057472992637428	0.006	unweighted	1178	1178
2895	glgB	3.2755445862893358	0.003	unweighted	1171	1171
2896	galK	3.6914307188871947	0.002	unweighted	1166	1166
2897	yedA	3.544082010353167	0.006	unweighted	1158	1158
2898	fimI_2	3.1109684437944125	0.001	unweighted	1204	1204
2899	ushA_3	6.017080192225755	0.001	unweighted	1205	1205
2900	yiaK	3.4010226483783192	0.006	unweighted	1170	1170
2901	mobB	3.088767118998065	0.014	unweighted	1164	1164
2902	dusA	2.9782258664172487	0.007	unweighted	1160	1160
2903	xapA	2.872823341023476	0.012	unweighted	1176	1176
2904	ytfJ_2	2.64713547185715	0.01	unweighted	1201	1201
2905	yfdV	3.8310018126950283	0.001	unweighted	1150	1150
2906	yfcQ	2.6404711000488046	0.017	unweighted	1163	1163
2907	napA	3.118560699170676	0.002	unweighted	1156	1156
2908	gcd	4.180804727431389	0.002	unweighted	1148	1148
2909	yjhU	3.8551922025234178	0.001	unweighted	1157	1157
2910	kdgT	2.5971349794636622	0.023	unweighted	1183	1183
2911	yfjX	4.998949572195822	0.001	unweighted	1016	1016
2912	yejE	3.1692038442869355	0.006	unweighted	1173	1173
2913	yedK	3.9600053571036007	0.002	unweighted	1185	1185
2914	gudX	4.614656396638423	0.001	unweighted	1165	1165
2915	pspB	5.568078336232927	0.001	unweighted	1165	1165
2916	yiaA	3.1590869944045363	0.005	unweighted	1173	1173
2917	yfjJ_4	5.521901628220474	0.001	unweighted	1172	1172
2918	rnpA	3.44320223673332	0.005	unweighted	1191	1191
2919	oppC	4.731864769968366	0.001	unweighted	1180	1180
2920	hflK	3.657835870107811	0.002	unweighted	1160	1160
2921	pitB	2.8984725011830377	0.016	unweighted	1162	1162
2922	motB_1	5.104400403986327	0.001	unweighted	1209	1209
2923	slp	2.9463957680124513	0.01	unweighted	1170	1170
2924	yfjR	2.7443993721665083	0.016	unweighted	1179	1179
2925	insC-1_2	1.6914281841803682	0.097	unweighted	1203	1203
2926	ssuC	2.889631206979911	0.016	unweighted	1163	1163
2927	lsrR	2.348373921490472	0.028	unweighted	1154	1154
2928	uvrB	4.073663265216783	0.002	unweighted	1132	1132
2929	gspG_2	3.2328925757897586	0.005	unweighted	1205	1205
2930	dppF	3.601743791142987	0.002	unweighted	1157	1157
2931	hybO	2.722889763204178	0.019	unweighted	1169	1169
2932	fes_2	3.858404117300336	0.002	unweighted	1206	1206
2933	dsbC	3.8424987029256346	0.001	unweighted	1160	1160
2934	folC	3.2614188054276085	0.002	unweighted	1153	1153
2935	nei	3.687540236403313	0.003	unweighted	1167	1167
2936	hchA	4.092395398135858	0.002	unweighted	1166	1166
2937	ybiR	3.8636599322885163	0.002	unweighted	1141	1141
2938	pyrC	4.140174629680484	0.002	unweighted	1167	1167
2939	fadD_2	3.8623048075415323	0.001	unweighted	1210	1210
2940	ybdJ	3.839590953155161	0.001	unweighted	1164	1164
2941	yohD	2.4709050668750865	0.032	unweighted	1161	1161
2942	ybcM	3.709396932851263	0.002	unweighted	1162	1162
2943	ackA	3.055077470955796	0.012	unweighted	1169	1169
2944	ynfG	3.475515736077938	0.005	unweighted	1167	1167
2945	fecD_3	3.5236796671401955	0.001	unweighted	1212	1212
2946	ade	2.687602770123954	0.024	unweighted	1166	1166
2947	tusA_2	3.7075643621222545	0.001	unweighted	1200	1200
2948	flhE	3.606592163514437	0.007	unweighted	1162	1162
2949	fadK	4.093327046594245	0.001	unweighted	1160	1160
2950	rpsP	4.96889438352311	0.001	unweighted	1170	1170
2951	tauA	4.1808823358707645	0.001	unweighted	1170	1170
2952	yjdF_2	3.716195555407685	0.004	unweighted	1203	1203
2953	ydjH_1	4.5587089343188	0.001	unweighted	1209	1209
2954	dinG_2	2.9774316594077193	0.001	unweighted	1207	1207
2955	selD	3.6249915259665872	0.002	unweighted	1163	1163
2956	dadX	4.733315243501604	0.001	unweighted	1168	1168
2957	yfgJ	2.4108339380835604	0.035	unweighted	1166	1166
2958	trpA	5.594427643074014	0.001	unweighted	1168	1168
2959	lpcA	3.1010500681345663	0.015	unweighted	1169	1169
2960	intB_2	2.77367144253491	0.01	unweighted	1204	1204
2961	cysN	3.722618445047877	0.003	unweighted	1174	1174
2962	yqhC	2.538378904220624	0.031	unweighted	1163	1163
2963	fieF	2.9203546671061105	0.011	unweighted	1163	1163
2964	pstS	4.689139164039547	0.001	unweighted	1179	1179
2965	yieP	4.074996769847908	0.002	unweighted	1177	1177
2966	dnaE	3.542448039568393	0.005	unweighted	1147	1147
2967	yeiS	2.7409051310099115	0.02	unweighted	1165	1165
2968	clpV1	3.5765949824328946	0.002	unweighted	1163	1163
2969	agaB	2.48214647348975	0.035	unweighted	1171	1171
2970	yfiN	5.027370577110257	0.001	unweighted	1164	1164
2971	motA	3.4752169708298832	0.006	unweighted	1160	1160
2972	yjeM	2.9138694022031766	0.011	unweighted	1182	1182
2973	ygiC	2.280810547751164	0.041	unweighted	1172	1172
2974	dosP	2.701404227499367	0.017	unweighted	1162	1162
2975	yjbJ	4.241608967363798	0.003	unweighted	1168	1168
2976	mlaC	2.8351423340300546	0.018	unweighted	1159	1159
2977	lpxP	3.2793341060990175	0.004	unweighted	1173	1173
2978	yegW	3.0738940677701936	0.008	unweighted	1178	1178
2979	cysD	4.8753278599496825	0.001	unweighted	1175	1175
2980	ydiT	3.847973556271679	0.001	unweighted	1182	1182
2981	pheA	3.9076664629554285	0.004	unweighted	1171	1171
2982	yqfG	3.697401525642453	0.003	unweighted	1170	1170
2983	yiaG_3	10.920579088233652	0.001	unweighted	1198	1198
2984	yphD	2.67657947951995	0.017	unweighted	1159	1159
2985	ghrA	3.4741599214152092	0.005	unweighted	1149	1149
2986	uidA	4.0514038560428345	0.001	unweighted	1162	1162
2987	ybjN	3.842556918181913	0.001	unweighted	1149	1149
2988	pyrI	2.9647488371186297	0.016	unweighted	1124	1124
2989	yccJ	3.980629029793176	0.004	unweighted	1166	1166
2990	tycC	3.985624918671303	0.001	unweighted	1143	1143
2991	aceE	3.9898499438744617	0.001	unweighted	1150	1150
2992	yoaG	3.3003299205688985	0.006	unweighted	1172	1172
2993	nrdE	4.032917640202513	0.002	unweighted	1158	1158
2994	rbsC_2	9.228056846235386	0.001	unweighted	1210	1210
2995	ynfM	6.233470142645956	0.001	unweighted	1170	1170
2996	ynaJ	4.711441223836983	0.001	unweighted	1148	1148
2997	csgF	4.017887244430321	0.004	unweighted	1175	1175
2998	fadA	2.993991091412269	0.012	unweighted	1166	1166
2999	yajO_1	4.267529597015379	0.001	unweighted	1211	1211
3000	potD	3.526292175955723	0.006	unweighted	1166	1166
3001	djlA	3.6108863834800737	0.004	unweighted	1177	1177
3002	ygiW	2.798598264077234	0.027	unweighted	1179	1179
3003	dacA	3.3285320018783553	0.011	unweighted	1167	1167
3004	arnE	3.1159493815338233	0.012	unweighted	1166	1166
3005	mtlD	3.1931028287590406	0.006	unweighted	1159	1159
3006	yfjQ_6	17.42026086745692	0.001	unweighted	1108	1108
3007	agaV	2.1987929222793166	0.05	unweighted	1167	1167
3008	tdcG	2.74997275350507	0.016	unweighted	1162	1162
3009	mltB	4.844883086606907	0.001	unweighted	1169	1169
3010	elmGT	3.9031082512834865	0.002	unweighted	1147	1147
3011	ompA_2	3.394553499482613	0.001	unweighted	1203	1203
3012	xylB	4.229057637254891	0.001	unweighted	1176	1176
3013	yeiM	2.852732774536719	0.01	unweighted	1171	1171
3014	lpxD	4.664459326923007	0.001	unweighted	1170	1170
3015	rtn	3.183209334760173	0.006	unweighted	1169	1169
3016	yibI	3.344369928683909	0.003	unweighted	1171	1171
3017	cysP	2.607574155820731	0.02	unweighted	1167	1167
3018	ycjW	5.735234808637446	0.001	unweighted	1177	1177
3019	cdaR	3.8201635020364284	0.001	unweighted	1172	1172
3020	ycdY	3.779103270485604	0.002	unweighted	1172	1172
3021	exbD	2.691687756245406	0.018	unweighted	1168	1168
3022	yadC	4.1315029203604325	0.002	unweighted	1168	1168
3023	rpsN	3.583783588842905	0.008	unweighted	1168	1168
3024	ybcY	3.650035981772475	0.003	unweighted	1173	1173
3025	nepI	2.696381149073627	0.012	unweighted	1163	1163
3026	ribF	3.3515216092288203	0.007	unweighted	1168	1168
3027	ybjP	4.080973868240679	0.001	unweighted	1132	1132
3028	nirD	2.8644030293552523	0.013	unweighted	1163	1163
3029	mtn	4.7135431198768964	0.002	unweighted	1177	1177
3030	soxR	3.359421867530863	0.004	unweighted	1171	1171
3031	ihfB	3.5172995864210006	0.004	unweighted	1168	1168
3032	yajG	4.2533492682472325	0.003	unweighted	1175	1175
3033	amiB	3.250568572892167	0.006	unweighted	1170	1170
3034	mraZ	3.0191170836288395	0.009	unweighted	1176	1176
3035	tusB	3.020158313812146	0.015	unweighted	1176	1176
3036	rpsD	3.713033900124844	0.003	unweighted	1162	1162
3037	mntR	3.3566764806562452	0.004	unweighted	1143	1143
3038	cpdB_2	4.296642861411991	0.001	unweighted	1203	1203
3039	tktB	3.308062998806393	0.006	unweighted	1161	1161
3040	bioC	3.5869338643226367	0.003	unweighted	1142	1142
3041	ligB	3.1980448976135594	0.005	unweighted	1167	1167
3042	intA_1	4.769131074949275	0.001	unweighted	1205	1205
3043	asnB	3.3944820936835765	0.004	unweighted	1165	1165
3044	proQ	3.4714943147655872	0.002	unweighted	1157	1157
3045	yggS	4.159790589821976	0.001	unweighted	1175	1175
3046	ybcF_2	5.095870361094364	0.001	unweighted	1209	1209
3047	lhgO	4.556653727705943	0.001	unweighted	1165	1165
3048	yeiG	3.0272371128705102	0.011	unweighted	1157	1157
3049	xylH	2.5942126268405885	0.04	unweighted	1168	1168
3050	npr_1	3.8317599422784614	0.002	unweighted	1204	1204
3051	ydgD	3.7276447445333183	0.002	unweighted	1170	1170
3052	dtpD	3.614523882522937	0.003	unweighted	1163	1163
3053	cysZ	2.9795424487946516	0.014	unweighted	1171	1171
3054	ydiJ	4.175894242913408	0.002	unweighted	1155	1155
3055	yafX_3	10.088253605130967	0.001	unweighted	1121	1121
3056	nanC_1	5.976775458666036	0.001	unweighted	1199	1199
3057	dnaQ	2.3635308563485884	0.031	unweighted	1160	1160
3058	phnI	3.4856659279527147	0.004	unweighted	1187	1187
3059	leuB	3.061775516212568	0.017	unweighted	1154	1154
3060	yqcA	4.3759006258563025	0.002	unweighted	1169	1169
3061	aspA	3.461479478703599	0.006	unweighted	1171	1171
3062	queE	4.654124354034886	0.003	unweighted	1169	1169
3063	serS	4.048616662076305	0.001	unweighted	1157	1157
3064	zraP	2.4064633941196902	0.037	unweighted	1179	1179
3065	ratA	5.671537531153784	0.001	unweighted	1173	1173
3066	yqjH	2.7520359333852493	0.013	unweighted	1161	1161
3067	clpX	4.755468841999777	0.002	unweighted	1171	1171
3068	yebQ	3.987938169522803	0.001	unweighted	1168	1168
3069	hemA	3.6412805963123103	0.001	unweighted	1168	1168
3070	malY_2	5.276541382242863	0.001	unweighted	1206	1206
3071	yfeA	2.7418775701975338	0.019	unweighted	1158	1158
3072	hisP	2.7204584542051	0.021	unweighted	1166	1166
3073	flp	3.9441834568203507	0.001	unweighted	1158	1158
3074	caiC	2.983450158888183	0.008	unweighted	1154	1154
3075	nfrA	4.105261727324039	0.002	unweighted	1160	1160
3076	yafV	3.697682743336229	0.006	unweighted	1161	1161
3077	mrdB	3.8481699602445367	0.007	unweighted	1164	1164
3078	elaA	3.3725155799813566	0.011	unweighted	1159	1159
3079	rpmG	3.121424683182581	0.008	unweighted	1176	1176
3080	torZ	3.090312673283608	0.005	unweighted	1166	1166
3081	nrfD	2.7353520744473263	0.023	unweighted	1162	1162
3082	purE	3.4903804297028076	0.002	unweighted	1173	1173
3083	mdlA	3.8782366851885106	0.001	unweighted	1153	1153
3084	rsxE	4.211641741874535	0.001	unweighted	1167	1167
3085	ynjB	3.301671418211851	0.004	unweighted	1168	1168
3086	fimC_2	6.245419747740401	0.001	unweighted	1204	1204
3087	ybhO	3.625065027678881	0.001	unweighted	1147	1147
3088	citX	3.7805279372916174	0.004	unweighted	1173	1173
3089	era_1	6.1684524416938835	0.001	unweighted	1207	1207
3090	ddpA	2.734163530235569	0.021	unweighted	1148	1148
3091	avtA	2.7632888681315384	0.018	unweighted	1173	1173
3092	ychH	5.363071335623522	0.002	unweighted	1175	1175
3093	fepA_2	4.110779962434601	0.001	unweighted	1204	1204
3094	ybaL	3.8731650802156206	0.003	unweighted	1163	1163
3095	cpsB_2	2.7199714164106896	0.004	unweighted	1203	1203
3096	entD	4.438749514063753	0.001	unweighted	1176	1176
3097	zntR	3.5434726070228337	0.005	unweighted	1167	1167
3098	nmpC_2	5.469162973368553	0.001	unweighted	1202	1202
3099	murJ	4.2802154721973436	0.001	unweighted	1168	1168
3100	ydeQ	3.784759635012241	0.002	unweighted	1174	1174
3101	phnC	3.4734416121595753	0.006	unweighted	1178	1178
3102	lipB	3.6895565011289264	0.004	unweighted	1161	1161
3103	cusB	4.294639856246899	0.001	unweighted	1162	1162
3104	erfK	4.021909976975882	0.002	unweighted	1154	1154
3105	yfbL	3.1846716574445972	0.007	unweighted	1170	1170
3106	sstT	2.1394449185029587	0.057	unweighted	1167	1167
3107	tpiA	2.714328502643166	0.015	unweighted	1176	1176
3108	abrB	3.716102040753927	0.004	unweighted	1167	1167
3109	manX_2	5.461011467920782	0.001	unweighted	1206	1206
3110	borD	4.886940766537672	0.001	unweighted	1179	1179
3111	ybhQ	3.333369826327606	0.008	unweighted	1147	1147
3112	yeeS_1	9.97259352312927	0.001	unweighted	1139	1139
3113	lacI	3.5648648578114477	0.003	unweighted	1174	1174
3114	torD	2.8884025211430457	0.013	unweighted	1167	1167
3115	sulA	3.030096716599364	0.014	unweighted	1178	1178
3116	melR	3.415898083324046	0.009	unweighted	1177	1177
3117	acpP_2	5.981466346147521	0.001	unweighted	1212	1212
3118	rodZ	2.6868825772056426	0.02	unweighted	1155	1155
3119	kbaY_3	4.551172918556738	0.001	unweighted	1205	1205
3120	betT	3.7353659048382055	0.001	unweighted	1155	1155
3121	cobC	3.742677210541396	0.003	unweighted	1167	1167
3122	ibpA	2.993892271683226	0.015	unweighted	1186	1186
3123	mazG	4.390705514261929	0.001	unweighted	1173	1173
3124	ydeE	3.7509921058121836	0.004	unweighted	1168	1168
3125	lptA	2.6898127427830567	0.015	unweighted	1169	1169
3126	gloB	2.8098023215271257	0.015	unweighted	1166	1166
3127	fpr	3.1287309563123014	0.012	unweighted	1164	1164
3128	rlmD	4.6124124453823425	0.001	unweighted	1158	1158
3129	ygeR	3.004882892416891	0.015	unweighted	1176	1176
3130	rcsB	4.284367643797323	0.002	unweighted	1164	1164
3131	yjgR	3.3433960862536463	0.007	unweighted	1088	1088
3132	hslU	3.390876777578851	0.005	unweighted	1157	1157
3133	modF	3.3677548112146463	0.003	unweighted	1173	1173
3134	yebE	3.3353177412024415	0.003	unweighted	1169	1169
3135	mocA	6.019263899442265	0.001	unweighted	1170	1170
3136	gmhB	3.5261778853372925	0.004	unweighted	1175	1175
3137	gadA	5.7143407935292645	0.001	unweighted	1054	1054
3138	cbtA_2	4.510302453894662	0.001	unweighted	1206	1206
3139	ydeO	4.15147161554972	0.003	unweighted	1175	1175
3140	ygeX	3.5098670716698264	0.009	unweighted	1174	1174
3141	appB	3.4473991090535523	0.004	unweighted	1174	1174
3142	gltS	2.8129580535119745	0.018	unweighted	1160	1160
3143	cydD	4.147717108548347	0.001	unweighted	1153	1153
3144	rlmN	2.5104771427226438	0.018	unweighted	1152	1152
3145	tehB	5.036467293480795	0.001	unweighted	1150	1150
3146	pepA	4.556909174437061	0.001	unweighted	1085	1085
3147	fhuF	3.899668664189949	0.003	unweighted	1163	1163
3148	hisD	3.613296075095297	0.003	unweighted	1170	1170
3149	yfbR	2.8424322917518694	0.011	unweighted	1162	1162
3150	allC	3.586660457152101	0.006	unweighted	1158	1158
3151	sbcB	3.386247825438157	0.003	unweighted	1165	1165
3152	acrE	2.3063281994787284	0.049	unweighted	1159	1159
3153	tabA_2	6.613762812176678	0.001	unweighted	1205	1205
3154	rsmD	3.0910263255671677	0.014	unweighted	1182	1182
3155	hycF	4.127370340258442	0.002	unweighted	1169	1169
3156	citF	3.527347260546225	0.003	unweighted	1172	1172
3157	fdhF_1	3.511763458893387	0.004	unweighted	1206	1206
3158	mglB	2.702669566205417	0.021	unweighted	1161	1161
3159	ykfG_1	3.1512626444500005	0.009	unweighted	1202	1202
3160	holB	3.6385651856874097	0.002	unweighted	1165	1165
3161	uspF	3.802581601480114	0.001	unweighted	1136	1136
3162	iscR	2.544344960258763	0.024	unweighted	1163	1163
3163	rpiB	3.581518929228193	0.004	unweighted	1165	1165
3164	msbA_2	4.334630648157819	0.001	unweighted	1211	1211
3165	dpiB	3.333712290808164	0.003	unweighted	1159	1159
3166	accA	3.4381498802208057	0.003	unweighted	1167	1167
3167	mdoC	4.2743972273992235	0.001	unweighted	1168	1168
3168	grpE	5.044818020888287	0.001	unweighted	1171	1171
3169	fucU	4.209445956240504	0.002	unweighted	1190	1190
3170	slyX	2.971426234348361	0.011	unweighted	1173	1173
3171	flgB	4.260835422132565	0.003	unweighted	1170	1170
3172	fliL	3.742673482136533	0.004	unweighted	1156	1156
3173	gspH	3.836476571758914	0.003	unweighted	1184	1184
3174	orn	3.572327924119097	0.007	unweighted	1167	1167
3175	ybiC_2	3.6067736082705264	0.001	unweighted	1206	1206
3176	yeaM_2	5.067038726613619	0.001	unweighted	1210	1210
3177	psiF	3.7660924994641034	0.002	unweighted	1165	1165
3178	rnb	5.107430908841814	0.001	unweighted	1155	1155
3179	ilvM	3.3720152215012367	0.01	unweighted	1181	1181
3180	secA_1	3.2755285473300226	0.002	unweighted	1204	1204
3181	glpB	2.6293482145343634	0.02	unweighted	1158	1158
3182	yfhM	3.1202015032728894	0.003	unweighted	1140	1140
3183	trxA	3.929814083992459	0.007	unweighted	1175	1175
3184	rluC	4.189089433226679	0.001	unweighted	1176	1176
3185	dapD	4.639518060768497	0.001	unweighted	1173	1173
3186	ppsE_1	4.074326825360773	0.001	unweighted	1202	1202
3187	astD	3.412381616838617	0.006	unweighted	1171	1171
3188	yhdT	2.2692170187875407	0.043	unweighted	1169	1169
3189	rbbA	2.797594260968153	0.012	unweighted	1153	1153
3190	nagA	3.6321533474709193	0.003	unweighted	1161	1161
3191	ydhW	4.150146168142843	0.002	unweighted	1178	1178
3192	artI	4.361550298181647	0.001	unweighted	1137	1137
3193	yqiJ	2.7235149719535237	0.011	unweighted	1177	1177
3194	yghJ	2.8608294574828013	0.013	unweighted	1142	1142
3195	ahpC	3.0864706232589523	0.015	unweighted	1156	1156
3196	glyA	2.584160697001628	0.016	unweighted	1154	1154
3197	mliC	4.362977371436972	0.002	unweighted	1173	1173
3198	cmoA	3.0780118713014804	0.006	unweighted	1169	1169
3199	ivy	3.7565149200741104	0.003	unweighted	1166	1166
3200	rtcA	2.4756405428583306	0.025	unweighted	1163	1163
3201	priA	2.7078825572552323	0.015	unweighted	1157	1157
3202	ydfJ_3	7.255803931185686	0.001	unweighted	1202	1202
3203	feoA	3.338764706611919	0.006	unweighted	1175	1175
3204	yeaY	3.812103918620809	0.002	unweighted	1169	1169
3205	nagK	4.232767711523268	0.001	unweighted	1178	1178
3206	alsC	3.254569615577111	0.014	unweighted	1169	1169
3207	ybbN	4.214217110266042	0.001	unweighted	1174	1174
3208	iscX	2.461327245788034	0.032	unweighted	1160	1160
3209	yceD	3.88876342888129	0.002	unweighted	1166	1166
3210	xseA	3.284314720275157	0.004	unweighted	1159	1159
3211	ldrD_1	3.0807129618172024	0.012	unweighted	1179	1179
3212	betI_2	5.780913254764762	0.001	unweighted	1208	1208
3213	eutL	2.730215609023748	0.019	unweighted	1168	1168
3214	tatB	3.5270803204876606	0.005	unweighted	1171	1171
3215	flgH	4.258874186223113	0.001	unweighted	1173	1173
3216	fliF	3.632043324497489	0.002	unweighted	1162	1162
3217	gspB	3.6981050129667947	0.006	unweighted	1184	1184
3218	yeeW_3	6.226653620327102	0.001	unweighted	1204	1204
3219	narJ	5.9235699626898635	0.001	unweighted	1167	1167
3220	araB	2.8248438318268816	0.011	unweighted	1162	1162
3221	aroL	3.014199667431405	0.009	unweighted	1167	1167
3222	speG	3.7161565586999776	0.006	unweighted	1166	1166
3223	malP	2.0867613818187944	0.053	unweighted	1167	1167
3224	umuD_2	5.274998807606994	0.001	unweighted	1207	1207
3225	yfaZ	3.338593057948354	0.005	unweighted	1174	1174
3226	pgaA	3.89658380878167	0.003	unweighted	1163	1163
3227	ptrB_2	3.747957767149297	0.002	unweighted	1204	1204
3228	adiA	4.127776172494165	0.001	unweighted	1171	1171
3229	yidG	2.676352081215299	0.015	unweighted	1176	1176
3230	ydhI	3.785717579814968	0.002	unweighted	1171	1171
3231	ccmB	3.1024537339384763	0.012	unweighted	1177	1177
3232	trmJ	2.3454934626791446	0.034	unweighted	1154	1154
3233	yhjD	2.698380158198556	0.021	unweighted	1163	1163
3234	nuoF	3.2338214274458363	0.007	unweighted	1161	1161
3235	yhdJ	2.1859132438299578	0.057	unweighted	1153	1153
3236	axeA1_1	3.354855048327151	0.004	unweighted	1196	1196
3237	yehD	2.8487893207044652	0.012	unweighted	1174	1174
3238	ydfG	4.450854810483821	0.002	unweighted	1163	1163
3239	ugd_2	2.7190756312205546	0.008	unweighted	1208	1208
3240	tsaC_1	2.9469153100666428	0.002	unweighted	1195	1195
3241	tldD	2.018582198797748	0.082	unweighted	1160	1160
3242	qseC	2.6101543937778535	0.022	unweighted	1168	1168
3243	pmrD	3.092285844346725	0.01	unweighted	1166	1166
3244	rimK	3.375741681059564	0.007	unweighted	1140	1140
3245	hofC	4.035453095500964	0.002	unweighted	1161	1161
3246	metK	3.45950813845573	0.004	unweighted	1167	1167
3247	aer	2.3837419764928374	0.04	unweighted	1159	1159
3248	mdtF	2.9074133457134628	0.009	unweighted	1155	1155
3249	smpB	4.540171489287746	0.002	unweighted	1165	1165
3250	alaE	5.129014480874214	0.001	unweighted	1184	1184
3251	mug	2.7132230031770845	0.018	unweighted	1172	1172
3252	bcsA	3.232465489822938	0.005	unweighted	1170	1170
3253	fimZ_4	4.451553971870461	0.001	unweighted	1210	1210
3254	hyi_2	5.279575398449361	0.001	unweighted	1204	1204
3255	rdoA	3.8718355992426474	0.007	unweighted	1164	1164
3256	ybbP	3.4968400391438648	0.001	unweighted	1156	1156
3257	papC	2.6110010473838456	0.016	unweighted	1143	1143
3258	uxuR_1	4.513305274949052	0.001	unweighted	1208	1208
3259	metA	3.078318881594058	0.008	unweighted	1169	1169
3260	pucA	3.760976893888171	0.004	unweighted	1169	1169
3261	nhaR	2.9017942419509124	0.012	unweighted	1171	1171
3262	eutR	2.522366650556502	0.021	unweighted	1159	1159
3263	mdtL	3.0175386465819534	0.006	unweighted	1178	1178
3264	gatY_1	3.6731102432831912	0.001	unweighted	1202	1202
3265	araH	3.4007096071456466	0.003	unweighted	1165	1165
3266	kch	5.251866778283555	0.001	unweighted	1169	1169
3267	dltA_3	3.4237769008282433	0.001	unweighted	1204	1204
3268	ygfZ	3.6434829360022807	0.006	unweighted	1167	1167
3269	yghT	2.5615187168702924	0.02	unweighted	1166	1166
3270	aroF	4.395137801059842	0.001	unweighted	1181	1181
3271	ilvY	3.9479729156436187	0.003	unweighted	1172	1172
3272	malZ	3.4362577333195743	0.005	unweighted	1164	1164
3273	yicJ	2.568520669916121	0.027	unweighted	1169	1169
3274	ccmH	2.978106700298628	0.009	unweighted	1167	1167
3275	nuoL	3.170560430180298	0.005	unweighted	1150	1150
3276	yeaG	3.938621671063755	0.003	unweighted	1155	1155
3277	ydhC	3.780919205856112	0.005	unweighted	1167	1167
3278	fhuA_4	5.953957227238743	0.001	unweighted	1083	1083
3279	lptG_2	6.360063494543297	0.001	unweighted	1204	1204
3280	fimD_3	3.5735411387103695	0.001	unweighted	1201	1201
3281	thiM	2.6725448177203406	0.024	unweighted	1188	1188
3282	aroK	3.8741281346401983	0.001	unweighted	1169	1169
3283	bfpA	3.5651158898635082	0.003	unweighted	1176	1176
3284	ldcA	4.545916464622744	0.001	unweighted	1162	1162
3285	araE	3.1028094999053577	0.009	unweighted	1166	1166
3286	ygaP	4.611572674900612	0.001	unweighted	1169	1169
3287	rtcR	2.9526471228344673	0.017	unweighted	1156	1156
3288	sspB	2.177942890576603	0.061	unweighted	1158	1158
3289	arfB	4.461435033498742	0.001	unweighted	1179	1179
3290	yeeW_4	4.555800067434295	0.001	unweighted	1192	1192
3291	nanT_2	3.2889010077464627	0.003	unweighted	1205	1205
3292	yehC	2.701954666339741	0.024	unweighted	1177	1177
3293	hcr	4.286122807536637	0.003	unweighted	1123	1123
3294	xanQ	3.5551195419060644	0.003	unweighted	1169	1169
