	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	observed_features	bin_name	outliers
30N_Day7_17	12986.30N.Day7.17	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-17_Day7	14.74	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		16	AZ20_main	no
30N_Day7_18	12986.30N.Day7.18	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-18_Day7	20.54	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		15	AZ20_main	no
30N_Day7_19	12986.30N.Day7.19	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-19_Day7	0.0	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		25	middle	no
30N_Day7_2	12986.30N.Day7.2	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-2_Day7	65.3	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		41	middle	no
30N_Day7_20	12986.30N.Day7.20	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-20_Day7	12.54	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
30N_Day7_21	12986.30N.Day7.21	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-21_Day7	12.4	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
30N_Day7_22	12986.30N.Day7.22	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-22_Day7	15.34	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
30N_Day7_23	12986.30N.Day7.23	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-23_Day7	22.34	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
30N_Day7_24	12986.30N.Day7.24	17.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-24_Day7	1.8	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
30N_Day7_3	12986.30N.Day7.3	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-3_Day7	76.0	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
30N_Day7_4	12986.30N.Day7.4	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-4_Day7	53.9	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		10	low	no
30N_Day7_5	12986.30N.Day7.5	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-5_Day7	58.6	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
30N_Day7_6	12986.30N.Day7.6	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-6_Day7	38.2	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
30N_Day7_7	12986.30N.Day7.7	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-7_Day7	66.6	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		10	low	no
30N_Day7_8	12986.30N.Day7.8	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-8_Day7	64.5	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		10	low	no
30N_Day7_9	12986.30N.Day7.9	13.0	30.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	30N	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	30N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	30N-9_Day7	75.2	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
41B_Day7_1	12986.41B.Day7.1		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_1		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_10	12986.41B.Day7.10		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_10		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_11	12986.41B.Day7.11		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_11		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_12	12986.41B.Day7.12		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_12		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_13	12986.41B.Day7.13		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_13		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_14	12986.41B.Day7.14		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_14		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_15	12986.41B.Day7.15		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_15		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	81	high	no
41B_Day7_16	12986.41B.Day7.16		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_16		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_17	12986.41B.Day7.17		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_17		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_18	12986.41B.Day7.18		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_18		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_19	12986.41B.Day7.19		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_19		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_2	12986.41B.Day7.2		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_2		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_20	12986.41B.Day7.20		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_20		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_21	12986.41B.Day7.21		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_21		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_22	12986.41B.Day7.22		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_22		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_23	12986.41B.Day7.23		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_23		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_24	12986.41B.Day7.24		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_24		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	67	AZ51_main	no
41B_Day7_3	12986.41B.Day7.3		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_3		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	70	AZ51_main	no
41B_Day7_4	12986.41B.Day7.4		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_4		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_5	12986.41B.Day7.5		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_5		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_6	12986.41B.Day7.6		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_6		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	63	AZ51_main	no
41B_Day7_7	12986.41B.Day7.7		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_7		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_8	12986.41B.Day7.8		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_8		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Day7_9	12986.41B.Day7.9		41.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Day7_9		41B	A1	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	5.0	71	AZ51_main	no
41B_Month1_1	12986.41B.Month1.1		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_1		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	952	up_to-1000	no
41B_Month1_10	12986.41B.Month1.10		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_10		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_11	12986.41B.Month1.11		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_11		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_12	12986.41B.Month1.12		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_12		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
